,County,Doctorate M,Professional M,Masters M,Bachelor M,Associate M,Some College M,High School M,Some HS M,Less than HS M,None M
893,16938,0.000%,2.198%,7.326%,7.692%,15.385%,50.183%,9.158%,6.960%,1.099%,12.903226%
894,16939,3.333%,4.444%,4.444%,3.333%,57.778%,15.556%,11.111%,0.000000%,2.564%,13.115%
895,16940,8.889%,15.556%,2.222%,15.556%,35.556%,22.222%,0.000%,18.181818%,6.452%,10.448%
896,16942,1.444%,5.054%,5.776%,16.245%,59.928%,7.220%,4.332%,3.947368%,1.361%,8.955%
897,16943,1.031%,1.031%,3.608%,5.155%,8.247%,55.155%,22.165%,1.031%,2.577%,16.129032%
898,16946,0.351%,0.819%,2.339%,8.772%,5.263%,15.673%,46.199%,17.076%,1.287%,2.222%
899,16947,0.413%,0.708%,5.251%,8.909%,6.549%,17.168%,48.791%,7.965%,1.829%,2.419%
900,16950,0.160%,0.080%,3.197%,5.675%,4.796%,15.667%,49.081%,15.907%,4.636%,0.799%
901,17724,0.179%,1.668%,1.429%,8.219%,5.122%,8.100%,62.299%,10.423%,2.085%,0.476%
902,17727,0.000%,17.949%,20.513%,12.821%,33.333%,15.385%,0.000%,0.000000%,10.914%,16.865%
903,17765,1.026%,1.538%,7.436%,4.615%,10.513%,61.026%,8.974%,2.821%,2.051%,28.368794%
904,15828,2.326%,9.302%,17.829%,23.256%,39.535%,5.426%,2.326%,0.000%,12.500000%,7.071%
905,16217,10.000%,10.000%,12.500%,12.500%,55.000%,0.000%,0.000%,40.000000%,19.355%,14.286%
906,16239,0.224%,1.570%,2.740%,1.844%,12.855%,56.353%,19.756%,1.171%,3.488%,1.464605%
907,16321,11.111%,0.000%,13.889%,63.889%,11.111%,0.000000%,10.914%,16.865%,25.668%,25.000%
908,16322,0.000%,10.000%,87.500%,0.000000%,0.000%,4.167%,0.000%,0.000%,0.000%,89.024%
909,16341,0.434%,4.335%,10.260%,8.237%,14.017%,52.168%,7.948%,1.879%,0.723%,13.551402%
910,16347,3.588%,6.713%,13.773%,13.194%,55.787%,3.356%,2.431%,1.157%,4.545455%,7.126%
911,16351,0.000%,1.313%,6.567%,7.129%,6.004%,15.009%,54.972%,7.880%,0.938%,0.188%
912,16353,1.180%,0.295%,3.933%,10.226%,6.293%,14.061%,44.543%,12.291%,6.883%,0.295%
913,16370,0.000%,6.061%,7.576%,13.636%,59.091%,0.000%,13.636%,0.000000%,0.000%,4.938%
914,17810,1.695%,0.143%,2.125%,3.534%,4.537%,22.111%,50.263%,8.811%,2.483%,4.298%
915,17829,0.000%,8.571%,4.286%,10.000%,61.429%,10.000%,5.714%,0.000000%,0.000%,11.250%
916,17835,8.738%,1.942%,2.913%,15.534%,65.049%,2.913%,2.913%,0.000%,3.773585%,0.000%
917,17837,5.934%,3.560%,5.887%,16.911%,5.543%,17.755%,25.781%,12.758%,4.669%,1.202%
918,17844,0.632%,0.373%,4.423%,9.248%,7.295%,10.798%,49.540%,8.099%,8.214%,1.379%
919,17845,1.585%,0.000%,2.060%,4.120%,5.547%,11.569%,55.309%,11.727%,7.132%,0.951%
920,17855,1.429%,0.857%,7.429%,11.714%,8.571%,19.714%,45.714%,4.000%,0.571%,0.000%
921,17856,0.804%,7.074%,3.537%,16.720%,60.370%,10.209%,1.286%,23.040380%,6.765%,6.439%
922,17870,2.317%,2.572%,3.061%,17.152%,7.545%,10.563%,43.719%,9.734%,2.550%,0.786%
923,17880,0.000%,0.000%,0.000%,51.282%,48.718%,0.000000%,0.000%,34.615%,0.000%,0.000%
924,17885,0.000%,0.000%,0.000%,95.714%,0.000000%,6.383%,0.000%,0.000%,0.000%,18.750%
925,17886,2.813%,11.253%,17.136%,2.046%,15.345%,40.921%,10.486%,0.000%,8.641975%,0.000%
926,17887,63.043%,0.000%,-100.000000%,-100.000000%,0.000000%,100.000000%,0.000000%,15.635179%,13.020590%,10.459911%
927,17889,1.300%,1.625%,6.609%,14.410%,6.501%,15.601%,39.220%,5.850%,7.367%,1.517%
928,17003,0.913%,2.187%,7.473%,14.199%,4.207%,13.977%,44.810%,6.753%,4.484%,0.996%
929,17010,100.000%,-100.000000%,-100.000000%,0.000000%,0.000000%,0.000000%,13.968156%,12.313400%,7.249314%,5.174771%
930,17016,4.839%,2.151%,9.140%,14.785%,9.140%,59.946%,0.000%,0.000%,0.000000%,14.035%
931,17026,0.716%,2.387%,11.217%,8.115%,16.866%,44.073%,14.877%,0.716%,1.034%,12.144213%
932,17028,0.000%,1.926%,4.470%,10.729%,9.904%,14.099%,46.974%,10.041%,1.444%,0.413%
933,17033,4.662%,9.069%,10.358%,21.902%,8.612%,13.985%,22.936%,2.289%,1.356%,4.831%
934,17038,0.329%,0.099%,2.634%,8.890%,8.199%,16.925%,51.301%,7.935%,2.371%,1.317%
935,17039,0.000%,52.000%,0.000%,48.000%,0.000000%,10.914%,16.865%,21.391%,0.000%,0.000000%
936,17041,26.415%,0.000%,50.943%,0.000000%,10.914%,16.865%,21.391%,100.000%,0.000000%,0.000000%
937,17042,1.008%,3.376%,4.416%,14.830%,5.842%,18.124%,41.155%,7.546%,2.614%,1.090%
938,17046,0.333%,1.018%,3.437%,6.098%,6.229%,14.857%,46.044%,13.376%,6.038%,2.570%
939,17064,13.768%,2.174%,42.754%,12.319%,1.087%,3.261%,14.130%,0.362%,10.145%,45.454545%
940,17067,1.052%,0.526%,4.318%,6.795%,7.058%,12.034%,48.926%,12.779%,5.349%,1.162%
941,17073,0.000%,2.512%,1.460%,6.834%,3.096%,15.304%,39.369%,18.458%,10.689%,2.278%
942,17077,0.000000%,10.914%,16.865%,21.391%,54.838710%,0.000000%,13.968156%,13.020590%,10.960233%,0.000000%
943,17078,1.243%,2.358%,7.328%,22.691%,5.719%,17.100%,37.122%,4.773%,1.469%,0.198%
944,17083,0.000000%,0.000000%,0.000000%,13.020590%,10.459911%,8.361392%,37.037037%,30.906769%,25.088380%,14.071856%
945,17087,0.312%,0.000%,3.846%,6.549%,3.742%,16.528%,52.079%,11.746%,3.950%,1.247%
946,17088,0.000%,21.884%,4.863%,3.343%,48.936%,8.207%,10.638%,2.128%,0.000000%,9.459%
947,17545,0.803%,0.939%,4.654%,14.208%,5.934%,9.812%,49.864%,8.819%,4.614%,0.354%
948,17963,0.363%,0.394%,3.604%,6.693%,8.389%,12.417%,51.211%,12.144%,3.634%,1.151%
949,19551,0.764%,0.382%,4.855%,15.494%,6.874%,16.748%,43.917%,7.911%,2.400%,0.655%
950,15012,0.869%,1.826%,7.077%,12.798%,11.702%,17.267%,42.114%,4.990%,0.556%,0.800%
951,15401,0.576%,1.756%,2.171%,12.466%,9.124%,12.736%,49.469%,7.656%,2.387%,1.657%
952,15410,10.897%,0.000%,2.885%,5.769%,59.936%,20.513%,0.000%,0.000000%,0.000%,0.000%
953,15413,10.000%,20.000%,0.000%,63.500%,0.000%,6.500%,15.037594%,0.000%,10.405%,15.038%
954,15417,1.922%,2.321%,3.988%,11.748%,4.931%,14.685%,52.103%,7.687%,0.363%,0.254%
955,15420,12.195%,0.000%,31.707%,35.366%,20.732%,0.000000%,38.462%,0.000%,0.000%,0.000%
956,15421,47.826%,0.000%,0.000000%,0.000000%,100.000000%,12.635920%,10.459911%,6.653386%,47.826087%,32.546256%
957,15422,34.783%,65.217%,0.000000%,10.914%,16.865%,21.391%,19.047619%,65.217391%,42.528736%,16.085615%
958,15424,0.000%,0.503%,3.145%,8.428%,5.283%,10.440%,55.597%,6.038%,4.277%,6.289%
959,15425,0.563%,0.563%,2.676%,9.374%,9.577%,14.116%,50.094%,7.934%,3.709%,1.393%
960,15428,2.614%,1.046%,3.007%,5.098%,3.529%,13.595%,63.268%,5.752%,1.176%,0.915%
961,15430,0.000%,0.000%,2.857%,24.762%,65.714%,6.667%,0.000000%,0.000%,0.000%,0.000%
962,15431,1.389%,0.146%,3.143%,9.211%,5.702%,6.067%,59.868%,10.015%,3.655%,0.804%
963,15433,4.255%,3.617%,4.255%,5.532%,18.936%,55.319%,8.085%,0.000000%,28.571%,5.572%
964,15435,2.881%,2.469%,2.058%,12.346%,74.486%,5.761%,0.000%,0.000%,0.000000%,21.277%
965,15436,0.778%,0.000%,2.853%,8.949%,1.556%,14.397%,61.868%,8.431%,1.167%,12.592593%
966,15437,0.000%,1.912%,6.405%,15.392%,8.509%,17.017%,40.535%,8.604%,1.625%,22.314050%
967,15438,0.294%,0.882%,3.529%,16.324%,12.059%,14.853%,46.176%,1.765%,4.118%,0.000%
968,15440,16.842%,69.474%,0.000000%,0.000%,0.000%,0.000%,0.000%,81.395349%,0.000000%,0.000000%
969,15442,0.370%,7.593%,5.556%,3.148%,15.741%,48.889%,14.074%,3.519%,1.111%,16.483516%
970,15443,0.000%,75.000%,0.000%,25.000%,0.000000%,10.914%,16.865%,21.391%,100.000000%,0.000000%
971,15444,73.016%,13.492%,0.000000%,0.000%,0.000%,0.000%,0.000%,100.000%,77.083333%,13.492063%
972,15445,0.000%,1.107%,3.876%,9.081%,10.410%,11.960%,50.166%,6.534%,6.091%,0.775%
973,15446,20.988%,20.988%,50.000000%,10.914%,16.865%,21.391%,100.000%,100.000000%,0.000000%,16.281513%
974,15447,0.000%,28.571%,71.429%,0.000%,0.000000%,10.914%,16.865%,25.668%,0.000%,0.000000%
975,15449,6.504%,24.390%,0.000%,36.585%,32.520%,0.000000%,9.639%,24.265%,0.000%,53.521%
976,15450,0.281%,0.787%,0.562%,5.228%,58.291%,27.094%,5.228%,2.530%,0.000000%,0.000%
977,15451,3.257%,9.446%,14.332%,50.163%,21.498%,1.303%,13.286713%,5.310%,21.622%,13.287%
978,15454,47.826%,-100.000000%,-100.000000%,0.000000%,0.000000%,0.000000%,18.934585%,12.691269%,11.614335%,34.780899%
979,15455,4.091%,11.364%,29.545%,35.000%,16.364%,3.636%,0.000000%,0.000%,12.418%,0.000%
980,15456,0.000%,3.514%,3.324%,7.597%,16.049%,53.466%,10.541%,5.508%,0.000%,10.164835%
981,15458,0.000%,0.000%,3.131%,4.839%,11.765%,6.736%,59.013%,14.516%,0.000%,15.231788%
982,15459,0.000%,2.560%,4.640%,1.600%,10.880%,59.840%,15.680%,3.680%,1.120%,0.000000%
983,15460,0.000%,13.793%,65.517%,20.690%,0.000000%,0.000%,6.667%,0.000%,0.000%,20.000%
984,15461,0.851%,0.387%,3.094%,7.811%,3.016%,13.921%,58.159%,10.054%,1.856%,0.851%
985,15462,0.000%,41.463%,49.390%,9.146%,0.000000%,0.000%,0.000%,0.000%,0.000%,32.890%
986,15463,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
987,15464,3.781%,11.342%,3.214%,16.068%,53.497%,8.129%,1.701%,2.268%,14.596273%,2.847%
988,15466,2.597%,1.299%,5.195%,18.831%,58.442%,12.338%,1.299%,10.000000%,2.564%,2.857%
989,15467,0.000%,19.355%,50.000%,30.645%,0.000000%,0.000%,0.000%,0.000%,0.000%,55.752%
990,15468,6.764%,7.162%,8.621%,15.119%,46.154%,13.528%,1.724%,0.928%,4.545455%,4.675%
991,15469,0.000%,2.291%,0.000%,4.987%,10.243%,4.313%,61.995%,9.434%,0.943%,5.795%
992,15470,0.602%,14.157%,0.000%,14.759%,64.759%,5.120%,0.000%,0.602%,12.727273%,21.678%
993,15472,0.000%,100.000%,0.000%,0.000%,0.000000%,10.914%,16.865%,25.668%,100.000000%,-54.687500%
994,15473,0.725%,0.508%,4.569%,11.530%,9.355%,15.373%,52.647%,5.004%,0.290%,0.000%
995,15474,0.000%,1.208%,5.589%,12.236%,12.991%,10.272%,47.281%,6.344%,3.625%,0.453%
996,15475,0.000%,1.636%,3.505%,10.981%,23.131%,47.430%,11.449%,1.869%,7.361963%,11.957%
997,15476,50.000%,50.000%,-100.000000%,-100.000000%,0.000000%,0.000000%,0.000000%,35.416667%,13.020590%,12.313400%
998,15478,0.274%,1.554%,11.472%,5.302%,13.483%,57.267%,7.587%,1.325%,1.737%,15.639098%
999,15480,0.511%,3.407%,14.991%,5.281%,14.651%,56.559%,0.341%,2.896%,1.363%,15.217391%
1000,15482,5.419%,12.315%,6.404%,0.000%,75.862%,0.000%,0.000%,56.666667%,2.994%,3.896%
1001,15484,15.909%,31.818%,0.000%,45.455%,0.000%,6.818%,0.000000%,0.000%,29.787%,0.000%
1002,15486,0.000%,2.205%,11.803%,6.355%,12.322%,57.717%,5.577%,1.167%,2.853%,18.266254%
1003,15489,0.000%,10.000%,78.750%,11.250%,0.000%,0.000000%,10.914%,16.865%,25.668%,100.000000%
1004,15490,24.063%,0.000%,10.938%,65.000%,0.000000%,16.842%,15.641%,0.000%,0.000%,0.000%
1005,15492,12.766%,0.000%,40.426%,17.021%,29.787%,0.000%,0.000000%,6.557%,0.000%,0.000%
1006,15557,0.325%,0.244%,3.247%,8.929%,8.847%,12.662%,54.951%,7.630%,2.192%,0.974%
1007,15610,0.824%,1.579%,5.903%,11.599%,9.883%,15.374%,43.377%,7.618%,1.716%,2.128%
1008,15622,0.418%,12.762%,6.695%,15.900%,2.720%,35.983%,25.523%,0.000%,5.813953%,5.017%
1009,15631,0.573%,8.023%,16.046%,17.765%,49.284%,4.585%,1.433%,2.292%,4.347826%,13.821%
1010,15666,0.604%,0.949%,4.177%,12.651%,9.562%,15.620%,47.635%,6.783%,1.605%,0.414%
1011,15683,0.000%,1.113%,5.673%,11.490%,10.844%,20.539%,45.206%,3.483%,1.221%,0.431%
1012,17026,0.716%,2.387%,11.217%,8.115%,16.866%,44.073%,14.877%,0.716%,1.034%,12.144213%
1013,17067,1.052%,0.526%,4.318%,6.795%,7.058%,12.034%,48.926%,12.779%,5.349%,1.162%
1014,17087,0.312%,0.000%,3.846%,6.549%,3.742%,16.528%,52.079%,11.746%,3.950%,1.247%
1015,17555,0.869%,0.460%,2.607%,10.532%,4.039%,9.611%,35.787%,15.900%,18.507%,1.687%
1016,17569,0.210%,1.417%,2.361%,18.258%,8.604%,15.425%,39.297%,9.077%,4.355%,0.997%
1017,18011,2.153%,0.923%,9.380%,17.581%,7.330%,13.019%,37.827%,7.893%,2.768%,1.128%
1018,18031,1.661%,3.289%,14.884%,29.934%,10.698%,15.282%,22.791%,0.631%,0.066%,0.764%
1019,18041,1.358%,0.849%,7.980%,14.997%,10.866%,21.902%,35.427%,5.150%,0.283%,1.188%
1020,18056,0.000%,3.215%,0.000%,17.363%,66.881%,12.540%,0.000%,12.162162%,0.000%,3.750%
1021,18062,3.348%,3.148%,14.425%,26.818%,5.650%,16.152%,22.977%,5.298%,1.233%,0.951%
1022,18070,0.000%,0.000%,5.689%,28.144%,54.491%,11.677%,15.454545%,0.000%,0.000%,15.455%
1023,18092,0.640%,6.033%,9.232%,27.697%,2.651%,14.534%,32.267%,4.753%,2.194%,0.000%
1024,19464,0.977%,1.282%,5.090%,16.053%,7.369%,18.007%,39.123%,8.731%,2.452%,0.917%
1025,19503,1.215%,1.012%,12.146%,6.275%,20.850%,49.798%,8.097%,0.000%,0.607%,15.568862%
1026,19504,0.532%,0.532%,7.082%,14.963%,5.698%,20.607%,43.717%,5.698%,1.171%,0.000%
1027,19505,0.265%,0.442%,1.592%,14.677%,8.665%,19.187%,48.276%,6.278%,0.354%,0.265%
1028,19506,0.377%,1.093%,4.748%,14.695%,8.968%,14.167%,39.827%,11.115%,4.032%,0.980%
1029,19507,1.722%,10.334%,3.141%,7.497%,57.751%,11.753%,7.396%,0.405%,2.159827%,5.677%
1030,19508,0.702%,1.282%,6.777%,13.395%,8.603%,16.099%,41.345%,9.059%,1.510%,1.229%
1031,19510,2.152%,0.000%,5.416%,24.211%,5.667%,21.700%,35.545%,3.372%,1.255%,0.681%
1032,19511,65.957%,0.000000%,10.914%,16.865%,21.391%,0.000000%,0.000000%,0.000000%,30.645161%,14.467594%
1033,19512,0.630%,0.646%,4.589%,13.282%,6.770%,13.896%,47.116%,9.436%,3.054%,0.582%
1034,19518,1.572%,2.572%,6.512%,22.147%,7.308%,15.432%,35.987%,7.042%,0.714%,0.714%
1035,19519,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1036,19520,2.778%,1.240%,6.597%,21.875%,8.482%,16.815%,31.300%,8.730%,1.935%,0.248%
1037,19522,1.163%,1.380%,5.380%,9.933%,9.302%,15.392%,45.605%,7.075%,4.415%,0.355%
1038,19523,0.000%,7.568%,92.432%,0.000000%,0.000%,6.145%,0.000%,0.000%,11.579%,100.000000%
1039,19526,0.361%,0.000%,3.870%,12.100%,8.566%,10.191%,45.046%,12.564%,5.031%,2.270%
1040,19529,2.701%,1.275%,8.177%,13.953%,11.253%,13.953%,37.434%,7.577%,3.601%,0.075%
1041,19530,4.110%,1.079%,5.446%,14.488%,9.093%,13.229%,41.305%,4.701%,5.677%,0.873%
1042,19533,0.000%,0.821%,2.614%,10.760%,6.657%,21.581%,39.027%,14.498%,3.556%,0.486%
1043,19534,2.861%,1.951%,12.614%,5.722%,9.103%,51.365%,11.183%,3.121%,2.081%,8.875740%
1044,19535,26.316%,0.000%,57.895%,55.555556%,10.914%,16.865%,25.668%,100.000%,0.000000%,0.000000%
1045,19536,6.215%,0.000%,19.209%,44.633%,29.379%,0.565%,17.073171%,1.471%,14.167%,17.073%
1046,19538,0.000000%,-100.000000%,0.000000%,14.467594%,13.020590%,11.614335%,33.644618%,27.483105%,21.484555%,4.085016%
1047,19539,1.374%,6.309%,11.243%,5.434%,13.991%,46.908%,10.056%,4.685%,23.516484%,1.099%
1048,19540,0.932%,2.526%,6.376%,20.721%,7.160%,15.449%,39.676%,4.953%,1.986%,0.221%
1049,19541,0.196%,1.764%,5.879%,17.636%,11.561%,12.606%,41.868%,7.120%,1.372%,0.000%
1050,19542,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1051,19543,0.520%,1.608%,7.852%,25.828%,5.440%,16.887%,32.119%,5.345%,4.399%,0.000%
1052,19544,33.333%,0.000%,51.852%,14.815%,0.000000%,0.000%,16.667%,0.000%,64.286%,0.000%
1053,19545,0.000%,10.625%,18.125%,49.375%,21.875%,0.000000%,31.897%,0.000%,0.000%,0.000%
1054,19547,1.488%,1.150%,5.954%,17.050%,6.089%,10.352%,51.759%,4.195%,1.827%,0.135%
1055,19550,1.479%,6.509%,6.213%,31.361%,30.769%,13.905%,9.763%,0.000000%,12.195%,15.254%
1056,19551,0.764%,0.382%,4.855%,15.494%,6.874%,16.748%,43.917%,7.911%,2.400%,0.655%
1057,19554,3.797%,23.418%,17.089%,39.873%,15.823%,0.000%,36.000000%,0.000%,15.038%,36.000%
1058,19555,0.330%,0.000%,1.404%,12.221%,6.276%,13.212%,50.702%,10.405%,4.624%,0.826%
1059,19559,0.769%,0.000%,11.538%,5.385%,10.000%,46.923%,13.846%,9.231%,2.308%,4.255319%
1060,19560,0.000%,0.310%,1.861%,10.934%,2.831%,19.426%,48.081%,8.841%,7.135%,0.582%
1061,19562,2.108%,1.054%,7.611%,11.475%,4.684%,14.754%,48.126%,7.494%,2.225%,0.468%
