,County,Higher Degree (Female),Higher Degree (Male),H.S. Diploma (Female),H.S. Diploma (Male),No H.S. Diploma (Female),No H.S. Diploma (Male)
1950,16701,25.195%,26.061%,63.274%,62.446%,11.531%,11.493%
1951,16110,20.635%,16.084%,65.873%,72.028%,13.492%,11.888%
1952,16111,18.265%,9.469%,45.434%,56.813%,36.301%,33.718%
1953,16125,28.997%,26.891%,62.727%,62.609%,8.276%,10.500%
1954,16131,35.689%,28.866%,56.537%,58.763%,7.774%,12.371%
1955,16134,28.064%,26.372%,60.794%,58.902%,11.142%,14.726%
1956,16314,27.597%,15.564%,62.222%,67.867%,10.181%,16.570%
1957,16316,34.076%,30.040%,59.099%,58.547%,6.824%,11.413%
1958,16317,19.963%,14.808%,73.443%,70.962%,6.593%,14.231%
1959,16327,25.515%,22.535%,65.175%,64.695%,9.311%,12.770%
1960,16328,0.000%,5.556%,93.548%,77.778%,6.452%,16.667%
1961,16335,37.665%,32.082%,55.360%,58.307%,6.975%,9.611%
1962,16354,23.117%,23.693%,65.571%,63.626%,11.312%,12.681%
1963,16360,21.730%,18.261%,70.825%,71.957%,7.445%,9.783%
1964,16401,28.783%,9.118%,60.206%,73.083%,11.011%,17.798%
1965,16403,30.146%,29.808%,57.046%,59.059%,12.808%,11.134%
1966,16404,21.221%,15.587%,56.995%,62.785%,21.784%,21.629%
1967,16406,25.377%,21.942%,60.870%,63.489%,13.753%,14.568%
1968,16407,26.799%,24.588%,64.243%,63.090%,8.958%,12.322%
1969,16412,50.183%,45.260%,45.498%,47.622%,4.318%,7.118%
1970,16422,66.981%,36.364%,33.019%,40.000%,0.000%,23.636%
1971,16424,26.932%,19.009%,62.998%,68.548%,10.070%,12.442%
1972,16433,31.634%,24.355%,60.354%,64.032%,8.012%,11.613%
1973,16434,20.624%,13.043%,55.396%,60.870%,23.981%,26.087%
1974,16435,24.496%,14.159%,58.295%,71.534%,17.209%,14.307%
1975,16438,28.057%,20.773%,61.530%,66.667%,10.412%,12.560%
1976,16440,29.843%,19.209%,65.183%,68.079%,4.974%,12.712%
1977,16441,33.173%,28.680%,60.333%,64.048%,6.494%,7.272%
1978,16822,24.601%,17.963%,59.973%,68.034%,15.426%,14.003%
1979,16841,27.554%,18.121%,60.756%,66.905%,11.690%,14.974%
1980,16848,23.485%,10.811%,71.970%,83.784%,4.545%,5.405%
1981,16871,30.000%,0.000%,50.000%,62.500%,20.000%,37.500%
1982,16872,19.212%,16.710%,57.143%,57.963%,23.645%,25.326%
1983,17721,23.272%,25.781%,71.838%,62.109%,4.890%,12.109%
1984,17729,4.000%,17.391%,96.000%,73.913%,0.000%,8.696%
1985,17740,32.512%,24.025%,58.099%,62.269%,9.389%,13.705%
1986,17745,30.928%,26.801%,57.208%,61.415%,11.864%,11.784%
1987,17747,25.803%,27.206%,51.606%,53.361%,22.591%,19.433%
1988,17748,19.048%,16.304%,56.349%,76.087%,24.603%,7.609%
1989,17750,22.222%,32.353%,77.778%,67.647%,0.000%,5.882%
1990,17751,30.829%,27.081%,58.881%,59.750%,10.290%,13.169%
1991,17760,25.000%,19.531%,70.690%,65.625%,4.310%,14.844%
1992,17764,16.791%,17.391%,69.279%,64.976%,13.930%,17.633%
1993,17767,100.000%,80.882%,0.000%,19.118%,7.937%,25.000%
1994,17778,13.514%,10.256%,70.270%,66.667%,16.216%,23.077%
1995,17779,100.000%,100.000%,100.000%,0.000%,0.000%,100.000%
1996,18011,41.228%,37.365%,49.054%,50.846%,9.719%,11.789%
1997,18015,36.640%,35.330%,48.117%,51.453%,15.243%,13.216%
1998,18016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1999,18017,41.117%,44.395%,48.430%,47.341%,10.454%,8.263%
2000,18018,35.906%,33.402%,54.240%,56.689%,9.854%,9.909%
2001,18031,52.650%,60.465%,43.722%,38.073%,3.628%,1.462%
2002,18032,32.013%,30.579%,61.460%,61.785%,6.528%,7.636%
2003,18034,49.088%,59.856%,47.015%,34.922%,3.897%,5.221%
2004,18036,47.679%,47.405%,46.228%,44.821%,6.094%,7.774%
2005,18037,37.601%,35.594%,52.945%,54.939%,9.453%,9.467%
2006,18041,38.633%,36.050%,55.494%,57.329%,5.873%,6.621%
2007,18046,-100.000000%,0.000%,0.000000%,0.000000%,0.000000%,13.020590%
2008,18049,47.527%,42.670%,46.671%,50.956%,5.802%,6.374%
2009,18051,56.309%,49.579%,38.959%,45.830%,4.732%,4.591%
2010,18052,37.150%,34.202%,51.939%,56.370%,10.911%,9.428%
2011,18053,32.622%,23.157%,57.340%,74.256%,10.038%,2.587%
2012,18059,36.340%,43.659%,47.745%,51.707%,15.915%,4.634%
2013,18062,52.856%,53.389%,39.850%,39.128%,7.294%,7.483%
2014,18066,43.634%,35.652%,50.644%,53.913%,5.722%,10.435%
2015,18068,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2016,18069,54.436%,52.087%,38.826%,40.857%,6.738%,7.056%
2017,18078,47.614%,51.211%,48.365%,44.264%,4.021%,4.526%
2018,18079,18.621%,9.877%,68.276%,79.630%,13.103%,10.494%
2019,18080,29.983%,28.107%,58.128%,62.940%,11.888%,8.953%
2020,18087,14.932%,20.307%,85.068%,67.050%,0.000%,12.644%
2021,18092,44.363%,46.252%,43.309%,46.801%,12.328%,6.947%
2022,18101,19.071%,13.880%,47.677%,62.124%,33.252%,23.997%
2023,18102,16.008%,13.818%,54.987%,55.574%,29.005%,30.608%
2024,18103,34.347%,32.191%,52.729%,52.380%,12.924%,15.429%
2025,18104,46.193%,51.249%,45.637%,41.795%,8.170%,6.956%
2026,18105,0.000%,11.111%,100.000%,11.111%,0.000%,77.778%
2027,18106,40.083%,50.403%,50.808%,38.235%,9.110%,11.362%
2028,18109,24.185%,22.278%,57.072%,62.117%,18.744%,15.605%
2029,18195,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2030,18951,36.602%,34.450%,53.927%,53.755%,9.470%,11.796%
2031,19529,35.877%,37.359%,55.704%,51.388%,8.419%,11.253%
2032,19530,39.082%,34.215%,49.286%,54.534%,11.632%,11.251%
2033,19539,27.262%,24.360%,61.857%,60.899%,10.881%,14.741%
2034,07832,37.394%,29.133%,57.465%,61.236%,5.141%,9.631%
2035,18058,27.210%,25.786%,61.587%,66.823%,11.203%,7.391%
2036,18071,24.918%,23.633%,58.757%,58.148%,16.325%,18.219%
2037,18210,31.352%,27.262%,68.005%,65.234%,0.644%,7.504%
2038,18301,37.917%,31.757%,53.052%,58.589%,9.031%,9.654%
2039,18302,31.056%,30.833%,60.172%,59.081%,8.772%,10.086%
2040,18321,20.240%,29.167%,57.976%,65.931%,21.784%,4.902%
2041,18322,27.992%,17.641%,61.359%,71.996%,10.649%,10.364%
2042,18323,84.746%,89.231%,15.254%,10.769%,0.000%,9.231%
2043,18324,30.009%,23.942%,52.137%,61.248%,17.854%,14.810%
2044,18325,32.110%,34.881%,64.908%,58.824%,2.982%,6.295%
2045,18326,22.618%,22.177%,71.013%,68.695%,6.369%,9.128%
2046,18327,45.263%,28.485%,51.579%,71.515%,3.158%,0.000%
2047,18330,35.888%,36.275%,54.226%,56.664%,9.885%,7.061%
2048,18331,24.554%,13.725%,33.482%,56.209%,41.964%,30.065%
2049,18332,31.165%,18.061%,61.385%,76.236%,7.450%,5.703%
2050,18333,0.000%,29.070%,62.687%,70.930%,37.313%,0.000%
2051,18334,26.839%,12.272%,65.803%,78.797%,7.357%,8.931%
2052,18335,25.962%,34.982%,50.962%,50.883%,23.077%,14.134%
2053,18342,23.077%,0.000%,63.462%,76.056%,13.462%,23.944%
2054,18344,31.611%,38.128%,55.867%,47.488%,12.522%,14.384%
2055,18346,30.138%,23.661%,55.698%,70.361%,14.164%,5.978%
2056,18347,32.068%,32.852%,62.236%,54.143%,5.696%,13.006%
2057,18349,47.170%,100.000%,52.830%,0.000%,0.000%,11.250%
2058,18350,40.599%,37.578%,52.452%,59.783%,6.948%,2.640%
2059,18352,49.686%,17.400%,36.478%,35.946%,13.836%,46.654%
2060,18353,37.842%,25.764%,56.421%,59.536%,5.737%,14.700%
2061,18354,51.250%,52.366%,43.750%,43.849%,5.000%,3.785%
2062,18355,53.704%,46.575%,28.009%,40.117%,18.287%,13.307%
2063,18356,83.721%,0.000%,16.279%,100.000%,25.581%,0.000%
2064,18357,85.714%,46.667%,14.286%,53.333%,0.000%,33.333%
2065,18360,36.452%,35.461%,53.191%,50.605%,10.356%,13.934%
2066,18370,47.516%,40.210%,48.758%,50.000%,3.727%,9.790%
2067,18372,28.108%,29.730%,63.892%,60.875%,8.000%,9.395%
2068,18424,34.433%,32.896%,59.845%,57.450%,5.722%,9.654%
2069,18466,28.433%,20.867%,58.333%,64.150%,13.233%,14.983%
2070,18610,24.234%,17.025%,70.438%,75.696%,5.328%,7.278%
2071,15001,37.610%,35.764%,54.274%,56.918%,8.117%,7.318%
2072,15003,30.067%,30.251%,61.258%,60.606%,8.676%,9.143%
2073,15005,38.956%,39.510%,55.666%,54.142%,5.379%,6.348%
2074,15009,45.257%,51.372%,46.780%,43.783%,7.962%,4.845%
2075,15010,34.827%,36.601%,56.804%,55.946%,8.369%,7.453%
2076,15026,30.653%,30.692%,65.662%,60.923%,3.685%,8.385%
2077,15027,34.345%,32.005%,54.369%,62.151%,11.286%,5.843%
2078,15042,39.303%,40.435%,54.170%,52.205%,6.526%,7.361%
2079,15043,28.517%,29.463%,66.793%,62.797%,4.689%,7.740%
2080,15050,38.624%,36.223%,57.048%,55.226%,4.329%,8.551%
2081,15052,35.941%,23.374%,60.221%,70.535%,3.838%,6.091%
2082,15059,22.741%,12.362%,61.340%,66.808%,15.919%,20.830%
2083,15061,37.365%,35.397%,55.134%,56.265%,7.501%,8.337%
2084,15066,28.641%,26.313%,59.533%,63.862%,11.826%,9.825%
2085,15074,26.480%,25.658%,66.396%,63.844%,7.124%,10.498%
2086,15077,28.070%,14.545%,47.368%,65.455%,24.561%,20.000%
2087,15081,24.031%,20.207%,69.767%,66.321%,6.202%,13.472%
2088,15143,66.707%,66.090%,29.971%,30.273%,3.323%,3.636%
2089,16037,44.473%,36.927%,49.457%,56.343%,6.070%,6.730%
2090,16063,49.706%,52.263%,44.191%,40.924%,6.103%,6.813%
2091,16115,34.678%,24.678%,58.026%,66.851%,7.296%,8.471%
2092,16117,34.312%,32.940%,57.145%,57.696%,8.543%,9.363%
2093,16120,32.047%,23.913%,58.160%,59.918%,9.792%,16.168%
2094,16123,45.490%,31.995%,48.235%,55.699%,6.275%,12.306%
2095,16136,27.857%,28.947%,64.643%,63.910%,7.500%,7.143%
2096,16141,34.317%,28.409%,56.211%,54.830%,9.472%,16.761%
2097,16157,25.795%,20.440%,67.842%,68.286%,6.363%,11.274%
2098,17756,26.480%,34.909%,57.347%,52.792%,16.173%,12.300%
2099,17774,22.510%,16.932%,67.331%,64.143%,10.159%,18.924%
2100,17814,27.856%,21.523%,63.369%,67.430%,8.775%,11.048%
2101,17815,34.790%,32.958%,57.783%,56.095%,7.428%,10.947%
2102,17820,34.261%,33.764%,57.486%,58.893%,8.253%,7.342%
2103,17821,35.437%,37.971%,54.676%,52.678%,9.887%,9.350%
2104,17824,37.683%,35.294%,51.919%,60.639%,10.398%,4.067%
2105,17846,29.774%,27.620%,62.164%,59.581%,8.062%,12.799%
2106,17859,20.291%,20.793%,69.063%,60.832%,10.646%,18.375%
2107,17878,27.397%,27.292%,62.329%,61.667%,10.274%,11.042%
2108,17888,25.455%,20.000%,62.727%,64.211%,11.818%,15.789%
2109,17920,20.000%,10.484%,75.152%,77.419%,4.848%,12.097%
2110,17921,26.432%,18.587%,62.192%,68.439%,11.376%,12.973%
2111,17945,9.375%,0.000%,71.875%,92.727%,18.750%,7.273%
2112,17985,29.158%,21.166%,64.579%,66.739%,6.263%,12.095%
2113,18603,25.663%,24.007%,60.399%,61.378%,13.938%,14.615%
2114,18631,24.176%,28.298%,65.018%,54.255%,10.806%,17.447%
2115,18635,29.571%,20.609%,61.452%,64.164%,8.977%,15.227%
2116,18655,26.626%,22.994%,61.593%,66.772%,11.781%,10.234%
2117,17814,27.856%,21.523%,63.369%,67.430%,8.775%,11.048%
2118,17815,34.790%,32.958%,57.783%,56.095%,7.428%,10.947%
2119,17878,27.397%,27.292%,62.329%,61.667%,10.274%,11.042%
2120,18201,17.518%,19.494%,57.511%,58.079%,24.972%,22.427%
2121,18202,22.204%,21.913%,58.786%,61.297%,19.010%,16.789%
2122,18216,13.838%,14.857%,78.590%,81.143%,7.572%,4.000%
2123,18219,55.243%,51.351%,41.784%,46.847%,2.973%,1.802%
2124,18221,35.862%,14.732%,64.138%,81.250%,0.000%,4.018%
2125,18222,43.713%,42.243%,49.702%,54.157%,6.585%,3.600%
2126,18223,35.616%,0.000%,39.726%,65.882%,24.658%,34.118%
2127,18224,21.046%,26.612%,69.508%,62.638%,9.446%,10.750%
2128,18225,0.000%,100.000%,100.000%,0.000%,0.000%,100.000%
2129,18234,38.119%,50.000%,61.881%,41.000%,0.000%,9.000%
2130,18239,21.505%,0.000%,51.613%,100.000%,26.882%,0.000%
2131,18241,16.807%,7.071%,76.891%,66.667%,6.303%,26.263%
2132,18244,24.771%,6.202%,66.972%,68.217%,8.257%,25.581%
2133,18246,0.000%,3.297%,100.000%,63.736%,0.000%,32.967%
2134,18249,51.526%,50.629%,44.996%,43.597%,3.478%,5.774%
2135,18251,100.000%,100.000%,0.000%,100.000%,100.000%,0.000%
2136,18255,24.772%,21.379%,67.882%,69.351%,7.346%,9.270%
2137,18256,47.458%,22.335%,52.542%,75.127%,0.000%,2.538%
2138,18424,34.433%,32.896%,59.845%,57.450%,5.722%,9.654%
2139,18602,65.306%,68.269%,32.653%,31.731%,2.041%,0.000%
2140,18603,25.663%,24.007%,60.399%,61.378%,13.938%,14.615%
2141,18610,24.234%,17.025%,70.438%,75.696%,5.328%,7.278%
2142,18612,50.608%,34.510%,45.796%,55.648%,3.596%,9.842%
2143,18615,28.816%,24.043%,65.621%,66.769%,5.563%,9.188%
2144,18617,22.673%,3.270%,71.574%,83.993%,5.753%,12.737%
2145,18618,41.229%,43.575%,47.169%,48.966%,11.602%,7.459%
2146,18621,28.134%,15.890%,61.850%,69.417%,10.016%,14.693%
2147,18622,27.160%,25.301%,49.383%,54.217%,23.457%,20.482%
2148,18634,27.066%,26.134%,60.608%,62.251%,12.326%,11.615%
2149,18635,29.571%,20.609%,61.452%,64.164%,8.977%,15.227%
2150,18636,23.985%,15.299%,68.665%,72.201%,7.350%,12.500%
2151,18640,28.464%,25.008%,60.862%,63.056%,10.674%,11.936%
2152,18641,31.638%,32.620%,61.367%,58.515%,6.995%,8.865%
2153,18642,40.083%,36.122%,53.896%,55.447%,6.021%,8.431%
2154,18643,33.884%,38.040%,56.773%,54.088%,9.344%,7.871%
2155,18644,39.734%,37.394%,52.011%,56.883%,8.255%,5.723%
2156,18651,23.324%,22.093%,62.759%,66.729%,13.916%,11.178%
2157,18655,26.626%,22.994%,61.593%,66.772%,11.781%,10.234%
2158,18656,35.430%,29.780%,57.125%,62.804%,7.445%,7.416%
2159,18660,35.098%,20.483%,55.049%,68.617%,9.853%,10.900%
2160,18661,29.568%,25.434%,61.035%,67.534%,9.397%,7.032%
2161,18701,24.365%,44.853%,55.456%,47.059%,20.179%,8.088%
2162,18702,27.732%,26.249%,57.374%,59.027%,14.895%,14.723%
2163,18704,39.332%,38.337%,54.183%,54.994%,6.485%,6.669%
2164,18705,29.918%,21.690%,60.115%,63.991%,9.967%,14.319%
2165,18706,31.606%,27.575%,59.907%,62.943%,8.487%,9.482%
2166,18707,47.140%,46.109%,48.266%,48.144%,4.594%,5.747%
2167,18708,50.888%,49.905%,46.154%,44.466%,2.959%,5.629%
2168,18709,34.015%,20.254%,48.814%,68.102%,17.171%,11.644%
2169,17007,50.845%,52.201%,46.741%,43.398%,2.414%,4.401%
2170,17011,49.302%,43.611%,42.775%,46.424%,7.924%,9.965%
2171,17013,35.828%,42.432%,53.358%,49.186%,10.814%,8.381%
2172,17015,37.406%,36.386%,57.867%,58.205%,4.727%,5.409%
2173,17019,36.507%,39.130%,55.382%,52.974%,8.111%,7.895%
2174,17025,38.266%,37.981%,54.126%,50.496%,7.608%,11.523%
2175,17027,61.745%,67.249%,38.255%,32.751%,0.000%,11.790%
2176,17043,41.176%,47.468%,53.427%,49.603%,5.396%,2.929%
2177,17050,52.275%,58.141%,42.788%,37.317%,4.936%,4.542%
2178,17053,29.098%,28.852%,62.360%,62.787%,8.542%,8.361%
2179,17055,46.263%,49.034%,48.700%,44.591%,5.037%,6.375%
2180,17065,30.026%,22.705%,59.278%,66.460%,10.696%,10.835%
2181,17070,41.269%,42.134%,51.777%,49.556%,6.954%,8.310%
2182,17072,75.385%,0.000%,24.615%,100.000%,75.385%,0.000%
2183,17081,37.762%,0.000%,62.238%,100.000%,37.762%,0.000%
2184,17093,8.946%,10.682%,66.203%,69.733%,24.851%,19.585%
2185,17240,25.762%,14.645%,55.352%,60.399%,18.886%,24.957%
2186,17241,22.818%,16.890%,62.555%,63.363%,14.627%,19.747%
2187,17257,29.158%,24.618%,54.022%,57.827%,16.820%,17.554%
2188,17266,25.625%,6.618%,64.375%,74.265%,10.000%,19.118%
2189,17307,30.709%,23.562%,59.657%,62.059%,9.634%,14.379%
2190,17324,20.538%,16.285%,58.074%,68.910%,21.388%,14.805%
