,County,Doctorate,Professional,Masters,Bachelor,Associate,Some College,High School,Some HS,Less than HS,None
1861,18237,0.876040%,0.613228%,3.591765%,5.124836%,8.716601%,19.053876%,52.693824%,7.314936%,1.138852%,0.876040%
1862,18240,0.684438%,0.756484%,8.429395%,9.654179%,5.259366%,17.723343%,48.523055%,5.367435%,2.917867%,0.684438%
1863,18244,0.000000%,0.000000%,2.521008%,1.680672%,10.504202%,7.142857%,60.504202%,14.705882%,2.100840%,0.840336%
1864,18250,1.457452%,3.149976%,3.808181%,10.014104%,13.164081%,13.258110%,50.023507%,3.761166%,0.705219%,0.658204%
1865,18254,1.578192%,0.000000%,1.291248%,4.878049%,12.338594%,19.081779%,56.384505%,3.156385%,1.291248%,0.000000%
1866,18255,0.258472%,0.746697%,3.015508%,10.022975%,9.046525%,20.275704%,48.334291%,6.547961%,1.464675%,0.287191%
1867,18610,0.000000%,0.000000%,4.440678%,7.118644%,8.813559%,21.525424%,51.728814%,5.186441%,1.186441%,0.000000%
1868,18624,2.985075%,0.000000%,15.671642%,21.144279%,5.721393%,18.159204%,36.318408%,0.000000%,0.000000%,0.000000%
1869,18661,0.442169%,0.814522%,4.258785%,11.775657%,10.169886%,18.664184%,45.683035%,6.074005%,1.373051%,0.744706%
1870,16611,0.055432%,0.166297%,3.991131%,12.527716%,6.596452%,13.525499%,54.988914%,4.656319%,2.161863%,1.330377%
1871,16621,0.000000%,0.000000%,2.879079%,2.303263%,7.677543%,14.779271%,52.783109%,14.011516%,4.222649%,1.343570%
1872,16622,0.000000%,0.000000%,0.000000%,8.275862%,15.862069%,2.068966%,64.827586%,6.896552%,2.068966%,0.000000%
1873,16623,0.607903%,0.607903%,3.647416%,8.510638%,6.079027%,11.246201%,56.838906%,9.726444%,0.607903%,2.127660%
1874,16634,0.000000%,0.000000%,3.196347%,5.479452%,11.415525%,13.242009%,59.360731%,4.566210%,2.739726%,0.000000%
1875,16638,0.000000%,0.000000%,10.000000%,6.666667%,6.666667%,10.000000%,63.333333%,3.333333%,0.000000%,0.000000%
1876,16647,1.077199%,0.000000%,4.847397%,19.030521%,6.822262%,14.183124%,45.780969%,5.026930%,2.154399%,1.077199%
1877,16652,1.323179%,0.530810%,4.077237%,10.985460%,6.008154%,18.116778%,48.357566%,8.439111%,1.146242%,1.015463%
1878,16657,1.021450%,0.306435%,3.166496%,7.865169%,7.048008%,17.568948%,53.728294%,6.537283%,1.838611%,0.919305%
1879,16669,1.429459%,0.745805%,5.655687%,11.497825%,9.073959%,14.294593%,45.494096%,7.830951%,3.169671%,0.807955%
1880,16674,0.000000%,1.639344%,2.049180%,5.942623%,10.655738%,15.573770%,47.131148%,15.163934%,1.844262%,0.000000%
1881,16678,0.158228%,0.527426%,4.588608%,10.548523%,7.067511%,15.822785%,46.044304%,10.654008%,3.955696%,0.632911%
1882,16683,3.267974%,0.000000%,6.209150%,14.379085%,12.745098%,12.418301%,47.385621%,1.307190%,1.633987%,0.653595%
1883,16685,0.000000%,0.000000%,3.597122%,4.316547%,7.194245%,10.071942%,51.079137%,20.143885%,3.597122%,0.000000%
1884,16686,0.278075%,0.288770%,5.165775%,12.524064%,9.754011%,15.101604%,48.951872%,5.732620%,1.443850%,0.759358%
1885,16694,0.000000%,0.000000%,4.666667%,5.333333%,5.333333%,7.333333%,57.333333%,15.333333%,1.333333%,3.333333%
1886,16865,7.677293%,4.294079%,14.378660%,24.137931%,4.229018%,10.735198%,29.212752%,5.335068%,0.000000%,0.000000%
1887,16877,2.773498%,1.155624%,6.086287%,16.101695%,14.560863%,12.480740%,43.528505%,2.003082%,0.000000%,1.309707%
1888,17002,0.710900%,0.000000%,1.184834%,1.658768%,3.791469%,5.924171%,38.151659%,16.350711%,31.042654%,1.184834%
1889,17052,0.000000%,0.000000%,1.555352%,5.215005%,8.234218%,15.370540%,57.456542%,7.959744%,2.927722%,1.280878%
1890,17060,0.000000%,0.446927%,2.011173%,5.139665%,6.256983%,15.754190%,51.284916%,12.625698%,5.251397%,1.229050%
1891,17066,0.337487%,0.571132%,3.738318%,8.021807%,6.386293%,11.812046%,54.828660%,10.565940%,3.089304%,0.649013%
1892,17213,0.000000%,0.000000%,1.801802%,7.657658%,9.009009%,14.864865%,49.324324%,11.936937%,4.729730%,0.675676%
1893,17215,0.000000%,0.000000%,15.000000%,5.000000%,2.500000%,14.375000%,50.625000%,8.125000%,1.875000%,2.500000%
1894,17229,0.324324%,0.000000%,3.675676%,6.378378%,8.000000%,12.324324%,58.594595%,7.891892%,2.054054%,0.756757%
1895,17239,0.000000%,0.000000%,8.522727%,8.522727%,7.386364%,7.386364%,55.113636%,11.363636%,0.000000%,1.704545%
1896,17243,0.285714%,1.523810%,1.523810%,5.428571%,5.619048%,20.666667%,51.714286%,12.000000%,0.952381%,0.285714%
1897,17249,0.000000%,0.000000%,2.047782%,4.778157%,5.460751%,16.723549%,56.313993%,10.238908%,2.730375%,1.706485%
1898,17253,0.000000%,0.000000%,3.370787%,11.797753%,7.303371%,5.056180%,61.235955%,10.674157%,0.000000%,0.561798%
1899,17255,0.000000%,0.000000%,2.666667%,4.666667%,3.866667%,14.266667%,61.466667%,10.133333%,1.866667%,1.066667%
1900,17260,0.000000%,0.717703%,1.435407%,5.502392%,7.177033%,10.765550%,60.406699%,7.296651%,5.263158%,1.435407%
1901,17264,0.125471%,0.000000%,3.011292%,4.705144%,8.155583%,12.986198%,57.653701%,9.159348%,3.262233%,0.941029%
1902,16057,3.512915%,1.579336%,8.221402%,16.546125%,8.457565%,17.535055%,35.099631%,6.701107%,1.313653%,1.033210%
1903,16110,0.000000%,0.743494%,3.345725%,5.947955%,8.178439%,5.947955%,63.197026%,4.089219%,5.576208%,2.973978%
1904,16113,1.379310%,0.000000%,4.482759%,13.793103%,18.275862%,16.551724%,44.827586%,0.689655%,0.000000%,0.000000%
1905,16114,0.000000%,0.936768%,0.468384%,6.088993%,7.259953%,9.601874%,61.124122%,12.880562%,1.170960%,0.468384%
1906,16121,0.032626%,0.195759%,2.740620%,12.137031%,9.526917%,23.099511%,37.226754%,10.734095%,3.491028%,0.815661%
1907,16124,0.217549%,1.087745%,2.973169%,8.992023%,8.556925%,11.457578%,50.326323%,7.179115%,7.179115%,2.030457%
1908,16125,0.956117%,1.470949%,5.785732%,12.069952%,7.706137%,14.309063%,48.361527%,6.880771%,1.993953%,0.465800%
1909,16127,3.724593%,1.415345%,8.864531%,18.740023%,7.470469%,11.333404%,39.619027%,5.352772%,2.894541%,0.585293%
1910,16130,0.000000%,0.134138%,3.353454%,7.578806%,5.633803%,9.255533%,58.752515%,10.529846%,4.359490%,0.402414%
1911,16133,0.000000%,0.526778%,3.248464%,10.008780%,5.179982%,13.608428%,52.853380%,10.272169%,2.809482%,1.492537%
1912,16134,1.228669%,0.443686%,5.460751%,9.761092%,10.307167%,16.313993%,43.515358%,9.658703%,2.866894%,0.443686%
1913,16137,0.936101%,0.722426%,4.344729%,12.311762%,7.844933%,15.384615%,46.479446%,7.977208%,3.266178%,0.732601%
1914,16142,3.417496%,1.428207%,10.507524%,14.766641%,6.656465%,11.935731%,30.043356%,6.834991%,13.338434%,1.071155%
1915,16143,0.711297%,0.836820%,3.221757%,7.698745%,9.163180%,17.029289%,51.506276%,7.112971%,1.589958%,1.129707%
1916,16145,0.937989%,0.468994%,4.116727%,9.692548%,8.702449%,15.893695%,48.254299%,7.816571%,3.595623%,0.521105%
1917,16146,0.348506%,0.454113%,3.865244%,14.732284%,7.825536%,17.625937%,40.827965%,9.853205%,2.597951%,1.869258%
1918,16148,1.008048%,2.446956%,8.096903%,17.047395%,8.779774%,18.307455%,38.541582%,4.747581%,0.715389%,0.308918%
1919,16150,0.724212%,0.939518%,6.185163%,14.308084%,9.238599%,19.416716%,42.082599%,5.323938%,0.959092%,0.822079%
1920,16151,0.000000%,0.000000%,11.111111%,11.111111%,2.222222%,11.111111%,51.111111%,6.666667%,6.666667%,0.000000%
1921,16153,0.000000%,0.477707%,5.626327%,12.101911%,9.819533%,13.959660%,48.195329%,6.528662%,3.078556%,0.212314%
1922,16154,0.000000%,0.951315%,3.189703%,5.819810%,8.393956%,11.807499%,63.178511%,6.267487%,0.391718%,0.000000%
1923,16156,1.186357%,2.323282%,5.981216%,13.000494%,7.760751%,16.213544%,42.016807%,6.376668%,4.794859%,0.346021%
1924,16159,0.000000%,0.000000%,7.366267%,13.270973%,7.366267%,13.797135%,49.342298%,6.050862%,1.724642%,1.081555%
1925,16161,0.000000%,0.000000%,2.096774%,8.709677%,9.516129%,21.935484%,45.806452%,11.612903%,0.000000%,0.322581%
1926,16311,0.000000%,1.574803%,6.824147%,12.860892%,7.874016%,16.535433%,46.194226%,3.937008%,3.674541%,0.524934%
1927,16314,0.313808%,0.496862%,3.739540%,8.891213%,8.211297%,13.990586%,51.019874%,7.923640%,4.890167%,0.523013%
1928,16342,0.000000%,0.000000%,2.959590%,7.968127%,7.342060%,13.261241%,49.231645%,8.821855%,1.821286%,8.594195%
1929,16362,0.915332%,0.457666%,1.487414%,11.098398%,7.437071%,10.297483%,54.462243%,10.068650%,2.745995%,1.029748%
1930,44425,0.193870%,1.107829%,4.948301%,16.608198%,6.536189%,20.347120%,43.713072%,5.816100%,0.470827%,0.258493%
1931,16312,0.000000%,0.000000%,0.000000%,100.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
1932,16313,0.000000%,0.415973%,2.995008%,5.906822%,5.906822%,15.806988%,54.076539%,10.898502%,2.828619%,1.164725%
1933,16329,0.000000%,0.000000%,4.947917%,8.072917%,5.729167%,20.833333%,51.562500%,5.468750%,0.520833%,2.864583%
1934,16340,0.421644%,0.702741%,4.778637%,7.659874%,12.368236%,13.211525%,54.954322%,3.373155%,2.319044%,0.210822%
1935,16345,0.485437%,1.755041%,5.713219%,13.218820%,14.040329%,12.509335%,44.921583%,4.667662%,1.829724%,0.858850%
1936,16347,0.000000%,0.000000%,2.210275%,10.274791%,11.230585%,13.500597%,55.316607%,5.376344%,1.373955%,0.716846%
1937,16350,0.389538%,0.166945%,2.448525%,9.404563%,8.514190%,16.249304%,52.086811%,6.789093%,3.561491%,0.389538%
1938,16351,0.087032%,0.696258%,5.308964%,6.527415%,6.788512%,19.930374%,52.480418%,7.136641%,0.696258%,0.348129%
1939,16352,0.000000%,0.000000%,0.000000%,1.546392%,14.432990%,8.762887%,64.432990%,6.185567%,3.092784%,1.546392%
1940,16354,0.723958%,0.978683%,4.665505%,9.800241%,7.226170%,16.168387%,48.464942%,8.794745%,1.930554%,1.246816%
1941,16365,0.744713%,1.221329%,5.726839%,16.108132%,9.286565%,17.977361%,41.264522%,5.816205%,1.236223%,0.618111%
1942,16371,0.254561%,0.084854%,4.072974%,9.206619%,8.867204%,17.819262%,49.299958%,7.721680%,1.781926%,0.890963%
1943,16402,1.883239%,0.564972%,3.013183%,6.403013%,13.935970%,19.397363%,41.242938%,8.474576%,2.259887%,2.824859%
1944,16405,0.000000%,0.735294%,4.044118%,9.926471%,12.683824%,18.566176%,45.220588%,6.801471%,1.470588%,0.551471%
1945,16407,0.564453%,0.590706%,3.097926%,11.538462%,9.950118%,15.988448%,47.702809%,7.639800%,1.588343%,1.338934%
1946,16416,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,14.782609%,68.695652%,13.043478%,3.478261%,0.000000%
1947,16420,2.626263%,1.010101%,1.010101%,5.454545%,6.262626%,12.121212%,51.313131%,13.737374%,6.464646%,0.000000%
1948,16434,1.220256%,0.488103%,2.989628%,7.382550%,4.820012%,15.863331%,42.220866%,10.128127%,13.727883%,1.159243%
1949,16436,0.000000%,1.025641%,3.846154%,12.564103%,8.205128%,10.512821%,59.487179%,3.076923%,1.282051%,0.000000%
1950,16701,0.819329%,1.070145%,5.400886%,11.913720%,6.412507%,17.941644%,44.929354%,9.397208%,1.220634%,0.894574%
1951,16110,0.000000%,0.743494%,3.345725%,5.947955%,8.178439%,5.947955%,63.197026%,4.089219%,5.576208%,2.973978%
1952,16111,0.918485%,0.344432%,2.755454%,6.314581%,3.559127%,7.807118%,43.283582%,16.877153%,16.417910%,1.722158%
1953,16125,0.956117%,1.470949%,5.785732%,12.069952%,7.706137%,14.309063%,48.361527%,6.880771%,1.993953%,0.465800%
1954,16131,0.871080%,0.000000%,7.491289%,13.588850%,10.278746%,15.853659%,41.811847%,8.885017%,1.219512%,0.000000%
1955,16134,1.228669%,0.443686%,5.460751%,9.761092%,10.307167%,16.313993%,43.515358%,9.658703%,2.866894%,0.443686%
1956,16314,0.313808%,0.496862%,3.739540%,8.891213%,8.211297%,13.990586%,51.019874%,7.923640%,4.890167%,0.523013%
1957,16316,0.663193%,1.729038%,7.508290%,13.216485%,9.024159%,15.585031%,43.249645%,6.395073%,2.273804%,0.355282%
1958,16317,0.000000%,0.562852%,2.345216%,5.816135%,8.724203%,17.636023%,54.596623%,7.504690%,1.782364%,1.031895%
1959,16327,0.504125%,0.412466%,4.445463%,11.778185%,6.920257%,15.307058%,49.633364%,5.957837%,4.307974%,0.733272%
1960,16328,0.000000%,0.000000%,0.000000%,2.985075%,0.000000%,17.910448%,67.164179%,2.985075%,8.955224%,0.000000%
1961,16335,2.286626%,1.547461%,8.306302%,15.692635%,7.237437%,16.846583%,39.883010%,5.775060%,1.786759%,0.638128%
1962,16354,0.723958%,0.978683%,4.665505%,9.800241%,7.226170%,16.168387%,48.464942%,8.794745%,1.930554%,1.246816%
1963,16360,0.835946%,0.313480%,2.194357%,9.822362%,6.896552%,16.509927%,54.858934%,5.329154%,2.403344%,0.835946%
1964,16401,0.249760%,0.211335%,2.363112%,5.148895%,7.012488%,14.178674%,55.062440%,12.103746%,2.843420%,0.826129%
1965,16403,0.606822%,1.234568%,5.586943%,14.438167%,8.139778%,16.154007%,41.724210%,8.579201%,2.887633%,0.648671%
1966,16404,0.000000%,0.181242%,3.443589%,7.430902%,7.249660%,11.961939%,48.028999%,10.693249%,9.787041%,1.223380%
1967,16406,0.357302%,0.893256%,4.912908%,10.942385%,6.565431%,12.148280%,50.022331%,6.029477%,7.905315%,0.223314%
1968,16407,0.564453%,0.590706%,3.097926%,11.538462%,9.950118%,15.988448%,47.702809%,7.639800%,1.588343%,1.338934%
1969,16412,1.696934%,1.309914%,12.176243%,23.310509%,9.362906%,16.939565%,29.562370%,3.959512%,0.952664%,0.729384%
1970,16422,12.422360%,0.000000%,3.105590%,21.118012%,19.875776%,2.484472%,32.919255%,8.074534%,0.000000%,0.000000%
1971,16424,0.493612%,0.813008%,4.355401%,7.897793%,9.378630%,14.430894%,51.364692%,7.375145%,3.281069%,0.609756%
1972,16433,1.004759%,0.264410%,4.997356%,13.828662%,7.958752%,13.484929%,48.677948%,7.456372%,1.824432%,0.502380%
1973,16434,1.220256%,0.488103%,2.989628%,7.382550%,4.820012%,15.863331%,42.220866%,10.128127%,13.727883%,1.159243%
1974,16435,0.680272%,0.604686%,2.494331%,10.052910%,5.366591%,14.739229%,50.340136%,8.238851%,6.349206%,1.133787%
1975,16438,0.071723%,0.376547%,4.249597%,10.955711%,8.857809%,13.717052%,50.313789%,8.104716%,2.922718%,0.430339%
1976,16440,0.951087%,0.135870%,6.521739%,10.733696%,6.385870%,13.994565%,52.581522%,5.706522%,2.445652%,0.543478%
1977,16441,0.301464%,1.105369%,6.043641%,15.647430%,7.866782%,16.236003%,45.923055%,4.909561%,1.449900%,0.516796%
1978,16822,0.274160%,0.205620%,3.221385%,8.636052%,9.047293%,14.119260%,49.760110%,10.212474%,4.112406%,0.411241%
1979,16841,0.532301%,0.193564%,4.137430%,9.315267%,8.589402%,11.686426%,52.189693%,7.911928%,4.330994%,1.112993%
1980,16848,0.000000%,0.000000%,3.571429%,5.714286%,7.500000%,16.428571%,61.785714%,3.571429%,1.428571%,0.000000%
1981,16871,0.000000%,0.000000%,0.000000%,11.538462%,0.000000%,0.000000%,57.692308%,23.076923%,7.692308%,0.000000%
1982,16872,0.633714%,0.000000%,3.802281%,6.210393%,7.351077%,11.026616%,46.514575%,7.477820%,14.828897%,2.154626%
1983,17721,0.814480%,0.000000%,4.524887%,13.212670%,5.882353%,15.927602%,51.402715%,7.330317%,0.723982%,0.180995%
1984,17729,0.000000%,0.000000%,0.000000%,0.000000%,10.416667%,33.333333%,52.083333%,4.166667%,0.000000%,0.000000%
1985,17740,0.430934%,0.337759%,3.284416%,10.971349%,13.254135%,15.292336%,44.887025%,8.513860%,2.247845%,0.780340%
1986,17745,0.967203%,1.169436%,5.539436%,12.802251%,8.485008%,15.571969%,43.638442%,9.206014%,1.565110%,1.055131%
1987,17747,0.970350%,0.592992%,3.018868%,9.865229%,12.075472%,11.536388%,40.970350%,11.536388%,8.571429%,0.862534%
1988,17748,0.000000%,0.000000%,0.000000%,0.917431%,16.972477%,16.972477%,47.706422%,17.431193%,0.000000%,0.000000%
1989,17750,0.000000%,0.000000%,3.278689%,20.491803%,4.098361%,16.393443%,55.737705%,0.000000%,0.000000%,0.000000%
1990,17751,0.858626%,0.499201%,5.750799%,12.619808%,9.185304%,13.079073%,46.246006%,7.068690%,3.374601%,1.317891%
1991,17760,0.000000%,1.844262%,4.098361%,5.942623%,10.245902%,15.368852%,52.663934%,7.786885%,2.049180%,0.000000%
1992,17764,0.245098%,0.000000%,2.634804%,5.698529%,8.517157%,13.296569%,53.799020%,11.397059%,3.737745%,0.674020%
1993,17767,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,16.793893%,73.282443%,9.923664%,0.000000%,0.000000%
1994,17778,0.000000%,0.000000%,1.315789%,1.315789%,9.210526%,17.105263%,51.315789%,10.526316%,9.210526%,0.000000%
1995,17779,0.000000%,0.000000%,76.363636%,23.636364%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
1996,18011,1.408090%,1.254480%,10.266257%,19.482847%,6.886841%,14.157706%,35.791091%,7.629288%,2.432156%,0.691244%
1997,18015,1.775949%,2.135305%,9.077652%,14.358627%,8.640175%,16.254362%,33.524296%,9.358888%,4.275819%,0.598927%
1998,18016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1999,18017,1.917189%,2.201487%,9.862954%,20.411139%,8.240997%,19.332264%,28.593818%,5.744278%,2.551392%,1.144482%
2000,18018,1.751949%,0.918541%,7.863608%,15.637602%,8.544672%,19.858410%,35.545300%,7.164620%,1.953580%,0.761717%
2001,18031,0.987055%,2.394822%,16.359223%,26.521036%,10.194175%,16.245955%,24.724919%,2.087379%,0.113269%,0.372168%
2002,18032,0.045921%,0.443900%,7.224858%,12.964947%,10.668912%,20.388795%,41.221491%,5.097199%,0.979642%,0.964335%
2003,18034,1.525735%,2.297794%,13.069853%,28.161765%,9.264706%,13.308824%,27.830882%,2.830882%,1.415441%,0.294118%
2004,18036,2.366538%,2.696753%,10.908090%,22.157402%,9.411117%,15.255916%,30.258668%,4.810127%,1.607045%,0.528343%
2005,18037,0.960493%,0.253715%,6.505980%,14.951069%,13.954331%,17.017035%,36.897427%,5.744835%,2.428416%,1.286698%
2006,18041,0.641368%,0.561197%,7.883485%,16.809193%,11.517905%,18.172100%,38.188135%,4.329236%,1.336184%,0.561197%
2007,18046,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,100.000000%,0.000000%,0.000000%,0.000000%
2008,18049,1.869376%,1.846106%,8.501396%,22.944462%,10.060503%,16.917468%,31.787155%,4.118833%,1.411728%,0.542972%
2009,18051,2.563107%,3.262136%,11.766990%,27.922330%,7.378641%,13.980583%,28.466019%,3.883495%,0.427184%,0.349515%
2010,18052,0.719201%,0.786465%,7.999172%,15.579241%,10.679360%,18.476742%,35.546127%,6.985047%,1.904072%,1.324572%
2011,18053,1.146497%,0.445860%,6.242038%,12.420382%,7.707006%,20.509554%,45.159236%,2.292994%,4.076433%,0.000000%
2012,18059,0.762389%,1.143583%,7.496823%,17.789072%,12.960610%,9.783990%,40.025413%,10.038119%,0.000000%,0.000000%
2013,18062,2.547165%,2.502379%,14.510441%,25.829928%,7.719868%,14.969490%,24.536752%,4.937580%,1.774618%,0.671780%
2014,18066,1.367891%,1.535877%,9.047276%,19.222462%,8.495320%,20.878330%,31.389489%,3.983681%,3.431725%,0.647948%
2015,18068,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2016,18069,1.507450%,2.120947%,14.145486%,26.397897%,9.149869%,11.516214%,28.273444%,4.750219%,0.666082%,1.472393%
2017,18078,2.046332%,2.606178%,10.888031%,23.204633%,10.617761%,17.779923%,28.590734%,2.683398%,1.235521%,0.347490%
2018,18079,0.000000%,0.000000%,0.000000%,5.211726%,8.794788%,3.908795%,70.358306%,5.537459%,0.000000%,6.188925%
2019,18080,0.338287%,0.640329%,5.569651%,12.347469%,10.160686%,17.143893%,43.361121%,7.998067%,1.800169%,0.640329%
2020,18087,0.000000%,0.000000%,11.203320%,3.112033%,3.526971%,6.431535%,68.879668%,5.186722%,0.000000%,1.659751%
2021,18092,0.902450%,3.180060%,9.110443%,23.463687%,8.594757%,15.556511%,29.394070%,5.672540%,3.695746%,0.429738%
2022,18101,0.000000%,0.453983%,0.288898%,9.244738%,6.520842%,13.371853%,41.436236%,16.921172%,8.666942%,3.095336%
2023,18102,0.164675%,0.455485%,1.478575%,6.047441%,6.839284%,16.040083%,39.220770%,17.501139%,9.827967%,2.424582%
2024,18103,1.116700%,1.458353%,6.336402%,15.061213%,9.335358%,18.907975%,33.652842%,9.436589%,3.612666%,1.081902%
2025,18104,2.377424%,3.147947%,10.971715%,23.675459%,8.353914%,15.242517%,28.621291%,4.804241%,1.685930%,1.119563%
2026,18105,0.000000%,0.000000%,0.000000%,4.761905%,0.000000%,0.000000%,61.904762%,4.761905%,28.571429%,0.000000%
2027,18106,1.075867%,2.170284%,10.851419%,20.330180%,10.406233%,14.375812%,30.643665%,6.065665%,3.821183%,0.259692%
2028,18109,0.728006%,0.596439%,2.754144%,9.937725%,9.236032%,17.173932%,42.364705%,9.735988%,5.385493%,2.087536%
2029,18195,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2030,18951,0.409048%,1.288502%,7.358776%,19.634311%,6.859737%,14.754367%,39.088641%,7.657381%,2.098417%,0.850820%
2031,19529,1.651306%,0.883257%,7.296467%,18.356375%,8.448541%,18.010753%,35.483871%,7.219662%,2.419355%,0.230415%
2032,19530,2.791157%,0.913919%,8.385822%,16.611091%,8.040015%,12.720761%,39.088551%,5.100655%,5.384710%,0.963320%
2033,19539,0.000000%,1.093560%,6.166464%,12.424058%,6.166464%,17.527339%,43.863913%,7.837181%,4.921021%,0.000000%
2034,07832,0.262566%,1.725431%,7.051763%,16.691673%,7.801950%,21.530383%,37.696924%,5.776444%,0.525131%,0.937734%
2035,18058,0.067632%,0.175842%,5.194103%,14.757203%,6.316786%,18.111727%,46.043555%,6.898417%,2.258894%,0.175842%
2036,18071,1.250658%,0.460769%,3.936282%,9.583992%,9.070563%,14.125856%,44.339126%,11.097946%,5.160611%,0.974197%
2037,18210,0.717929%,1.851502%,6.933686%,13.810693%,5.989042%,23.559418%,43.056868%,3.816361%,0.000000%,0.264500%
2038,18301,1.330621%,1.605542%,8.522571%,16.462308%,7.087480%,22.955958%,32.710178%,5.470941%,1.907956%,1.946445%
2039,18302,0.852537%,0.709040%,6.989111%,13.978222%,8.415633%,25.989702%,33.637208%,6.448890%,2.625137%,0.354520%
2040,18321,3.733602%,0.000000%,5.247225%,8.072654%,6.861756%,16.347124%,44.904137%,4.036327%,10.797175%,0.000000%
2041,18322,0.264131%,0.000000%,2.060222%,15.478077%,5.229794%,28.737454%,37.717908%,9.244585%,1.267829%,0.000000%
2042,18323,0.000000%,4.838710%,14.516129%,67.741935%,0.000000%,5.645161%,7.258065%,0.000000%,0.000000%,0.000000%
2043,18324,1.035857%,1.450199%,7.505976%,9.609562%,7.665339%,23.968127%,32.286853%,12.334661%,2.549801%,1.593625%
