,County,Doctorate F,Professional F,Masters F,Bachelor F,Associate F,Some College F,High School F,Some HS F,Less than HS F,None F
239,19540,0.447%,1.365%,9.581%,17.326%,9.746%,18.974%,33.522%,6.050%,2.448%,0.541%
240,19543,0.903%,1.753%,9.192%,23.433%,9.299%,17.056%,30.446%,3.188%,4.304%,0.425%
241,19551,0.392%,0.616%,7.339%,11.148%,9.692%,16.919%,43.193%,8.179%,1.849%,0.672%
242,15832,0.000%,5.172%,12.931%,12.069%,48.276%,19.828%,1.724%,0.000%,8.000000%,-66.063258%
243,15834,0.546%,1.637%,2.608%,10.794%,8.126%,17.708%,46.089%,10.370%,2.001%,0.121%
244,15861,0.000%,0.000%,10.417%,10.417%,14.583%,52.083%,8.333%,4.167%,14.285714%,-72.233574%
245,16720,0.425%,8.705%,4.883%,15.924%,51.592%,16.561%,0.212%,1.699%,6.082725%,-61.283435%
246,16666,0.000%,0.271%,0.902%,5.140%,11.722%,18.485%,48.512%,13.436%,0.180%,1.353%
247,16677,73.228%,6.299%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%,12.871%,100.000000%,-6.299213%
248,16680,0.000%,9.756%,5.488%,26.829%,53.049%,2.439%,0.000%,2.439%,8.421053%,19.516354%
249,16686,0.228%,0.104%,5.641%,13.376%,11.033%,15.512%,46.557%,6.076%,0.995%,0.477%
250,16801,7.154%,2.047%,19.812%,31.843%,6.905%,13.663%,14.050%,2.996%,0.950%,0.581%
251,16802,83.333%,16.667%,0.000%,77.500000%,21.391%,25.668%,68.750%,100.000000%,0.000000%,0.000000%
252,16803,6.224%,1.895%,24.009%,29.386%,5.874%,9.786%,19.398%,2.729%,0.497%,0.202%
253,16820,0.000%,3.979%,11.936%,14.854%,8.488%,46.950%,3.979%,7.427%,2.387%,10.144928%
254,16822,0.000%,0.000%,2.660%,9.043%,12.899%,11.835%,48.138%,11.303%,3.856%,0.266%
255,16823,1.501%,0.631%,6.313%,19.135%,11.963%,14.292%,39.636%,5.257%,1.066%,0.207%
256,16826,0.000%,3.097%,7.965%,8.850%,17.257%,46.018%,5.310%,9.292%,2.212%,6.153846%
257,16827,5.581%,0.000%,16.919%,37.500%,8.895%,11.919%,14.884%,4.128%,0.174%,39.833711%
258,16828,1.137%,0.000%,6.583%,21.005%,8.438%,13.944%,41.652%,5.506%,0.898%,0.838%
259,16829,0.000%,9.091%,11.688%,10.390%,63.203%,1.299%,3.030%,1.299%,2.185792%,-72.850606%
260,16832,0.000%,0.000%,1.266%,6.962%,6.329%,20.253%,43.671%,11.392%,10.127%,12.711864%
261,16835,3.636%,5.455%,0.000%,12.727%,63.636%,14.545%,8.620690%,-54.185398%,-48.885593%,-100.000000%
262,16841,0.246%,0.098%,5.206%,11.591%,10.413%,10.167%,50.589%,6.287%,3.389%,2.014%
263,16844,1.272%,0.636%,6.449%,13.533%,8.629%,17.620%,45.232%,5.722%,0.636%,0.272%
264,16845,0.993%,4.967%,11.921%,15.563%,57.616%,4.305%,4.636%,2.252252%,-54.510324%,-86.645785%
265,16851,17.801%,23.037%,0.000%,32.461%,5.759%,5.777778%,210.607473%,-65.741988%,-100.000000%,174.156078%
266,16852,0.000%,13.208%,3.774%,2.830%,65.094%,3.774%,7.547%,3.774%,16.806723%,-100.000000%
267,16853,10.465%,11.628%,12.791%,56.977%,8.140%,0.000000%,-100.000000%,-100.000000%,-100.000000%,10.559386%
268,16854,0.000%,1.351%,2.365%,14.527%,14.865%,1.351%,56.081%,2.365%,7.095%,18.660287%
269,16859,2.564%,10.256%,13.846%,12.308%,48.718%,8.205%,3.077%,1.026%,2.000000%,-100.000000%
270,16860,24.348%,31.304%,6.957%,37.391%,31.460674%,-100.000000%,86.538871%,55.829177%,-100.000000%,"-1,000.000000%"
271,16865,2.734%,5.468%,18.273%,22.446%,6.331%,6.475%,37.842%,0.432%,22.452830%,8.353301%
272,16866,0.000%,0.122%,3.959%,9.196%,7.095%,16.961%,52.771%,5.451%,2.923%,1.523%
273,16868,8.228%,14.557%,63.291%,13.924%,0.000000%,376.471864%,-100.000000%,367.487530%,-100.000000%,"-1,000.000000%"
274,16870,5.299%,2.350%,20.769%,19.274%,6.709%,11.538%,30.427%,3.162%,0.000%,0.470%
275,16872,0.000%,3.448%,8.867%,6.897%,12.808%,44.335%,8.374%,13.793%,1.478%,5.300353%
276,16874,0.000%,0.581%,12.016%,3.682%,16.085%,60.271%,4.264%,3.101%,0.000%,5.506608%
277,16875,0.808%,0.000%,9.825%,17.497%,8.277%,7.470%,41.386%,7.201%,6.864%,0.673%
278,16877,1.774%,2.419%,8.387%,14.839%,16.452%,8.548%,46.452%,1.129%,0.000%,14.843750%
279,16882,0.000%,25.581%,18.605%,17.442%,34.884%,3.488%,0.000%,0.000%,27.826087%,-100.000000%
280,16037,1.597%,0.319%,10.543%,22.236%,9.776%,15.591%,33.866%,4.856%,1.214%,0.000%
281,16051,0.434%,0.000%,6.076%,14.757%,9.722%,20.052%,43.837%,5.122%,0.000%,0.000%
282,16057,2.628%,1.839%,8.993%,17.109%,8.818%,18.190%,31.095%,8.847%,1.518%,0.964%
283,16101,0.399%,0.368%,3.741%,10.260%,9.657%,14.118%,49.280%,8.679%,2.332%,1.166%
284,16102,0.403%,0.582%,8.635%,12.662%,10.828%,11.051%,46.935%,6.353%,2.327%,0.224%
285,16105,0.929%,1.875%,11.115%,17.378%,7.330%,18.703%,37.285%,4.078%,1.067%,0.241%
286,16112,2.131%,6.217%,10.835%,11.901%,18.117%,43.517%,3.908%,3.375%,8.313539%,-78.901170%
287,16116,0.000%,0.330%,7.927%,9.661%,6.276%,9.579%,50.784%,8.092%,5.037%,2.312%
288,16117,0.221%,0.616%,5.179%,17.354%,10.943%,13.248%,43.897%,6.790%,1.547%,0.205%
289,16120,0.000%,0.000%,3.561%,17.507%,10.979%,17.062%,41.098%,6.528%,2.671%,0.593%
290,16123,0.000%,1.961%,8.497%,18.170%,16.863%,10.196%,38.039%,4.314%,1.569%,0.392%
291,16127,2.482%,0.961%,10.689%,17.214%,7.846%,12.150%,39.972%,5.364%,3.002%,0.320%
292,16132,81.818%,18.182%,0.000000%,10.914%,16.865%,0.000000%,0.000000%,0.000000%,13.624221%,12.313400%
293,16140,14.455917%,11.614335%,10.459911%,34.780899%,29.333279%,20.328067%,14.813344%,4.085016%,3.299391%,1.884637%
294,16141,0.776%,0.776%,5.745%,11.180%,15.839%,13.509%,42.702%,7.609%,1.863%,0.000%
295,16142,1.968%,0.864%,10.226%,16.467%,6.625%,11.858%,32.549%,4.561%,13.778%,1.104%
296,16143,0.797%,0.797%,4.303%,5.976%,10.677%,13.068%,58.645%,2.869%,1.514%,1.355%
297,16155,0.000%,48.485%,14.141%,20.202%,17.172%,-1.322395%,"-1,000.000000%",0.000000%,0.000000%,-57.954545%
298,16156,0.605%,1.411%,7.661%,14.315%,8.468%,16.633%,38.710%,7.157%,5.040%,0.000%
299,16157,0.258%,3.181%,11.522%,10.834%,14.015%,53.826%,5.417%,0.946%,0.000%,11.161116%
300,16159,8.163%,12.997%,8.808%,14.662%,48.443%,5.209%,0.644%,1.074%,10.204082%,-58.234130%
301,16160,3.514%,8.108%,5.676%,15.405%,53.514%,8.378%,2.703%,2.703%,12.500000%,-100.000000%
302,15004,20.988%,8.642%,11.111%,48.148%,11.111%,29.761905%,-100.000000%,76.466407%,-100.000000%,-100.000000%
303,15012,0.624%,1.425%,9.015%,13.273%,13.825%,14.805%,41.707%,4.240%,0.837%,0.249%
304,15017,0.534%,1.944%,8.932%,25.979%,8.145%,15.593%,32.982%,3.828%,0.534%,1.528%
305,15019,6.780%,6.441%,12.373%,13.390%,54.746%,4.746%,0.678%,0.847%,7.969639%,-31.897213%
306,15021,0.196%,5.093%,11.916%,8.358%,15.802%,45.413%,8.260%,3.820%,1.143%,10.540037%
307,15022,0.235%,0.392%,7.401%,11.742%,11.637%,14.566%,45.345%,4.132%,3.530%,1.020%
308,15025,0.401%,1.204%,7.978%,19.021%,13.178%,17.432%,35.554%,3.499%,0.610%,1.124%
309,15026,0.000%,0.335%,4.271%,10.469%,15.578%,23.367%,42.295%,2.931%,0.586%,0.168%
310,15033,0.000%,1.192%,5.742%,11.593%,12.459%,13.434%,47.346%,7.801%,0.433%,0.000%
311,15038,0.000%,47.170%,52.830%,0.000%,0.000000%,-100.000000%,-100.000000%,15.073853%,-100.000000%,"1,000.000000%"
312,15053,14.000%,50.000%,36.000%,0.000%,0.000%,0.000000%,0.000%,0.000%,0.000%,100.000%
313,15054,9.722%,0.000%,4.861%,40.278%,39.583%,0.000%,5.556%,0.000%,0.000000%,-100.000000%
314,15055,0.000%,3.304%,10.261%,18.261%,7.478%,7.130%,49.217%,1.217%,3.130%,21.291866%
315,15057,0.428%,0.242%,11.016%,22.386%,10.960%,12.449%,35.653%,5.136%,0.763%,0.968%
316,15060,0.369%,11.070%,6.273%,19.188%,53.137%,8.487%,0.738%,0.738%,6.179775%,-100.000000%
317,15063,0.135%,1.851%,8.488%,14.560%,11.242%,14.176%,40.993%,6.637%,1.084%,0.835%
318,15067,0.358%,4.177%,9.308%,12.768%,16.945%,44.749%,5.728%,5.012%,0.955%,12.842713%
319,15078,0.000%,6.087%,13.043%,67.826%,6.957%,6.087%,19.200000%,-100.000000%,13.842008%,-100.000000%
320,15126,1.060%,0.417%,11.435%,27.906%,10.034%,16.433%,25.937%,5.225%,1.136%,0.417%
321,15129,1.048%,0.171%,11.967%,20.717%,14.867%,15.793%,32.562%,2.340%,0.000%,0.536%
322,15241,1.994%,5.767%,19.615%,35.256%,7.747%,13.393%,14.651%,0.482%,0.656%,0.442%
323,15301,1.087%,0.976%,6.056%,15.686%,10.649%,15.803%,40.081%,7.271%,1.527%,0.864%
324,15311,0.716%,11.628%,12.701%,10.376%,27.549%,30.590%,6.440%,0.000%,16.210526%,-47.263767%
325,15312,0.228%,0.456%,4.024%,13.591%,12.225%,17.692%,42.369%,6.454%,2.658%,0.304%
326,15313,3.378%,1.351%,4.730%,9.459%,6.757%,17.568%,40.541%,4.054%,12.162%,0.000%
327,15314,0.000%,4.079%,11.726%,14.057%,18.281%,41.588%,6.919%,2.403%,0.947%,15.425532%
328,15317,1.313%,1.671%,12.453%,26.356%,9.570%,15.222%,28.135%,3.479%,1.198%,0.603%
329,15321,2.178%,15.789%,15.608%,4.900%,19.238%,38.113%,4.174%,17.286245%,3.452328%,2.494838%
330,15322,0.715%,0.000%,2.861%,14.422%,12.872%,13.230%,43.385%,9.178%,3.099%,0.238%
331,15323,0.428%,0.122%,4.774%,10.771%,11.016%,13.219%,51.102%,5.508%,1.285%,1.775%
332,15324,0.939%,0.000%,3.756%,9.390%,5.634%,13.615%,59.155%,7.512%,0.000%,0.000%
333,15329,0.798%,2.794%,13.772%,11.577%,19.162%,41.916%,8.583%,1.397%,12.854442%,-40.610701%
334,15330,0.614%,0.000%,5.430%,21.860%,13.645%,19.358%,35.458%,1.747%,1.889%,0.000%
335,15331,0.000%,0.692%,10.727%,5.536%,14.187%,48.789%,15.917%,3.806%,0.346%,0.000000%
336,15332,0.000%,0.680%,6.117%,16.602%,13.430%,13.010%,45.761%,4.207%,0.097%,0.097%
337,15333,0.000%,9.039%,13.043%,6.293%,17.735%,44.394%,7.895%,1.030%,0.572%,15.285714%
338,15340,8.732%,22.453%,14.137%,10.187%,39.709%,2.703%,2.079%,15.989160%,-50.348707%,-5.195934%
339,15342,0.406%,0.762%,5.536%,14.017%,9.091%,15.896%,44.388%,8.888%,0.508%,0.508%
340,15345,0.585%,0.000%,9.747%,14.815%,19.493%,44.055%,8.967%,0.975%,1.365%,7.256236%
341,15347,0.000%,2.713%,13.953%,67.054%,16.279%,4.402516%,-100.000000%,-73.896290%,-100.000000%,-100.000000%
342,15348,5.263%,11.579%,11.579%,38.947%,17.895%,14.737%,7.792208%,698.818706%,-53.797886%,-100.000000%
343,15350,9.756%,6.504%,74.797%,8.943%,0.000%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%
344,15358,3.937%,13.386%,14.173%,13.780%,9.843%,38.583%,6.299%,0.000000%,19.243485%,-100.000000%
345,15360,1.797%,0.000%,9.477%,16.993%,6.209%,16.176%,44.281%,3.268%,0.980%,0.817%
346,15361,0.000%,0.000%,0.000000%,0.000%,0.000%,0.000%,100.000%,100.000000%,59.375000%,40.425532%
347,15363,9.195%,16.858%,10.728%,55.939%,7.280%,12.698413%,-100.000000%,-24.707666%,286.456358%,82.728155%
348,15366,0.000%,8.824%,9.804%,62.745%,18.627%,11.250000%,0.000%,11.250%,0.000%,17.647%
349,15367,2.153%,3.297%,17.160%,36.575%,8.715%,14.738%,16.790%,0.572%,46.156451%,163.573831%
350,15368,0.000%,5.263%,7.895%,14.035%,55.263%,17.544%,0.000%,17.948718%,-100.000000%,6.422818%
351,15370,0.186%,0.070%,9.683%,15.037%,7.914%,16.387%,40.968%,6.704%,2.886%,0.163%
352,15376,1.619%,0.000%,4.676%,20.144%,7.734%,14.209%,41.187%,6.835%,1.079%,2.518%
353,15377,0.743%,1.487%,8.178%,6.691%,14.870%,56.134%,8.922%,1.487%,1.487%,8.333333%
354,15378,10.914%,25.668%,0.000000%,12.313400%,10.128644%,8.083596%,0.000000%,32.546256%,28.137320%,20.159583%
355,15379,2.041%,32.653%,6.122%,2.041%,55.102%,2.041%,18.965517%,-12.734091%,12.451696%,55.829177%
356,15412,1.266%,18.354%,17.089%,3.797%,3.165%,51.266%,5.063%,17.391304%,-100.000000%,3.117761%
357,15417,0.295%,0.177%,8.491%,14.269%,8.402%,14.004%,45.106%,6.810%,1.887%,0.560%
358,15419,0.530%,0.707%,12.544%,20.671%,3.975%,10.512%,45.760%,5.300%,0.000%,13.179348%
359,15423,1.429%,0.952%,7.024%,24.167%,7.500%,9.405%,39.524%,5.357%,3.929%,0.714%
360,15427,0.000%,7.852%,18.707%,8.545%,7.621%,49.423%,5.312%,1.848%,0.693%,10.230179%
361,15429,13.115%,14.754%,11.475%,47.541%,13.115%,0.000000%,-100.000000%,-100.000000%,-100.000000%,94.795108%
362,15432,0.000%,0.000%,2.762%,9.392%,18.785%,12.707%,39.227%,13.260%,3.315%,0.552%
363,15434,0.000%,3.540%,0.885%,7.080%,3.540%,7.080%,53.982%,13.274%,4.425%,6.195%
364,15477,12.500%,8.929%,19.940%,17.560%,35.714%,5.357%,15.830116%,-72.092628%,-6.138949%,-75.067332%
365,15483,3.797%,4.430%,2.532%,16.456%,11.392%,6.962%,32.278%,19.620%,2.532%,12.605042%
366,19038,2.931%,2.553%,20.501%,27.005%,6.305%,14.540%,21.403%,2.949%,1.272%,0.541%
367,19102,3.189%,13.414%,23.529%,41.946%,0.715%,7.312%,6.762%,2.474%,0.660%,27.036600%
368,19103,6.595%,11.564%,23.716%,36.796%,1.607%,7.321%,9.635%,1.626%,1.139%,0.000%
369,19104,3.868%,2.368%,10.249%,16.127%,4.924%,20.583%,23.479%,13.946%,3.697%,0.758%
370,19106,6.357%,10.291%,23.643%,40.097%,2.461%,6.550%,9.012%,0.988%,0.601%,34.265734%
371,19107,3.255%,13.120%,21.814%,32.096%,2.759%,4.684%,11.354%,3.791%,4.803%,2.322%
372,19109,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
373,19111,0.498%,1.157%,6.121%,14.864%,7.950%,16.600%,35.170%,9.495%,5.381%,2.763%
374,19112,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
375,19114,0.477%,0.920%,7.585%,14.842%,6.566%,19.403%,40.705%,5.531%,1.833%,2.137%
376,19115,0.799%,1.575%,8.718%,20.281%,9.009%,16.646%,31.059%,6.322%,3.605%,1.986%
377,19116,0.692%,1.322%,7.008%,16.645%,9.387%,15.269%,39.523%,5.769%,2.812%,1.573%
378,19118,5.662%,7.510%,24.497%,30.253%,4.857%,9.453%,13.220%,3.719%,0.592%,0.237%
379,19119,2.969%,5.996%,22.330%,19.704%,5.863%,19.620%,16.785%,5.026%,1.271%,0.435%
380,19120,0.082%,0.560%,3.138%,9.607%,9.215%,17.311%,34.454%,14.242%,5.961%,5.432%
381,19121,0.667%,0.415%,3.843%,8.000%,5.168%,23.797%,31.594%,22.249%,2.417%,1.851%
382,19122,0.549%,1.221%,5.611%,13.274%,4.177%,18.407%,34.531%,14.496%,5.168%,2.566%
383,19123,3.437%,6.290%,10.998%,28.355%,5.327%,9.091%,24.214%,7.665%,2.921%,1.701%
384,19124,0.049%,0.436%,2.466%,8.123%,5.225%,16.423%,40.070%,15.756%,7.820%,3.632%
385,19125,1.603%,1.863%,9.450%,22.344%,5.487%,12.273%,29.999%,10.624%,4.584%,1.773%
386,19126,0.238%,0.851%,8.515%,15.531%,7.663%,20.470%,25.443%,15.191%,4.973%,1.124%
387,19127,3.285%,1.546%,13.237%,32.415%,4.155%,15.700%,24.203%,2.802%,2.222%,0.435%
388,19128,2.659%,3.516%,14.583%,25.329%,5.339%,14.967%,28.413%,4.043%,0.624%,0.528%
389,19129,1.521%,6.831%,16.486%,20.323%,9.172%,12.141%,25.706%,6.734%,0.917%,0.169%
390,19130,4.032%,6.317%,22.790%,34.540%,2.035%,9.005%,14.236%,3.993%,1.872%,1.181%
391,19131,1.086%,1.187%,8.169%,13.307%,7.600%,27.877%,27.771%,9.468%,2.687%,0.848%
392,19132,0.087%,0.277%,2.445%,5.389%,5.310%,22.711%,44.544%,17.037%,1.591%,0.609%
393,19133,0.000%,0.081%,0.291%,4.290%,3.976%,18.579%,32.392%,23.788%,13.068%,3.534%
394,19134,0.005%,0.436%,2.835%,7.912%,5.163%,15.061%,38.230%,20.836%,8.163%,1.360%
395,19135,0.322%,0.063%,2.930%,11.246%,6.262%,16.722%,46.548%,12.452%,2.689%,0.768%
396,19136,0.400%,0.818%,4.893%,10.865%,5.781%,18.283%,46.840%,8.828%,0.949%,2.342%
397,19137,0.391%,2.153%,5.251%,9.524%,4.795%,14.253%,47.032%,14.123%,1.142%,1.337%
398,19138,0.000%,6.568%,10.386%,6.098%,26.074%,38.694%,8.992%,1.462%,1.727%,9.453856%
399,19139,0.625%,0.291%,4.438%,9.254%,7.551%,25.458%,38.797%,10.962%,1.448%,1.176%
400,19140,0.029%,0.123%,2.793%,5.287%,6.836%,16.225%,40.594%,18.014%,7.658%,2.441%
401,19141,0.454%,0.608%,2.688%,12.173%,8.226%,24.063%,33.273%,14.253%,2.268%,1.995%
402,19142,0.426%,0.394%,2.236%,6.719%,4.920%,22.372%,41.050%,13.556%,4.078%,4.249%
403,19143,1.463%,0.968%,6.434%,11.127%,6.777%,21.073%,35.353%,12.889%,2.500%,1.415%
404,19144,1.024%,1.338%,10.835%,15.201%,6.501%,20.521%,29.454%,12.129%,2.173%,0.823%
405,19145,0.384%,0.682%,5.068%,13.640%,6.465%,18.963%,36.636%,10.992%,4.245%,2.924%
406,19146,3.570%,6.172%,14.573%,21.766%,6.239%,13.145%,22.486%,8.728%,2.255%,1.068%
407,19147,3.405%,6.661%,19.950%,27.321%,4.832%,11.112%,16.274%,4.690%,3.657%,2.100%
408,19148,0.937%,1.433%,5.808%,15.139%,3.848%,12.491%,35.423%,11.504%,6.916%,6.501%
409,19149,0.225%,0.355%,3.324%,10.566%,8.001%,19.774%,33.633%,13.305%,5.884%,4.933%
410,19150,0.629%,0.581%,10.594%,17.992%,10.109%,24.150%,28.527%,5.926%,1.162%,0.329%
411,19151,0.529%,1.221%,7.615%,14.343%,9.093%,30.460%,27.847%,6.028%,1.976%,0.887%
412,19152,0.412%,1.168%,6.321%,18.333%,6.605%,13.308%,37.392%,8.665%,3.939%,3.857%
413,19153,0.688%,1.334%,7.878%,10.734%,6.253%,22.905%,32.430%,14.673%,1.897%,1.209%
414,19154,0.057%,1.021%,5.912%,14.036%,8.647%,17.988%,42.615%,6.753%,2.123%,0.849%
415,15310,0.000%,3.333%,9.167%,18.333%,46.667%,14.167%,6.667%,1.667%,3.125000%,12.774406%
416,15315,0.000%,2.593%,9.259%,8.519%,9.630%,52.963%,12.963%,4.074%,0.000%,12.345679%
417,15316,14.894%,6.383%,8.511%,63.830%,6.383%,23.333333%,-100.000000%,38.349663%,-100.000000%,-100.000000%
418,15320,2.372%,0.270%,9.488%,10.997%,6.954%,13.801%,46.146%,6.631%,2.264%,1.078%
419,15322,0.715%,0.000%,2.861%,14.422%,12.872%,13.230%,43.385%,9.178%,3.099%,0.238%
420,15325,0.000%,0.000%,32.258%,45.161%,22.581%,0.000000%,178.160085%,-100.000000%,-100.000000%,-100.000000%
421,15327,0.000%,2.685%,1.174%,4.195%,3.523%,16.779%,42.282%,23.154%,5.705%,0.503%
422,15329,0.798%,2.794%,13.772%,11.577%,19.162%,41.916%,8.583%,1.397%,12.854442%,-40.610701%
423,15334,3.846%,13.462%,0.000%,23.077%,59.615%,0.000%,11.764706%,-100.000000%,-30.243867%,-43.901496%
424,15337,1.932%,2.415%,13.527%,17.391%,57.005%,4.831%,2.899%,0.000%,0.000000%,-82.711471%
425,15338,0.647%,3.722%,10.518%,8.252%,12.298%,51.456%,5.987%,7.120%,0.000%,12.105263%
426,15341,0.000%,1.000%,4.333%,12.000%,3.667%,12.667%,48.333%,12.333%,2.333%,3.333%
427,15344,1.547%,7.157%,16.248%,9.478%,10.638%,45.841%,4.255%,3.675%,1.161%,17.254902%
428,15345,0.585%,0.000%,9.747%,14.815%,19.493%,44.055%,8.967%,0.975%,1.365%,7.256236%
429,15346,10.646%,9.506%,11.407%,53.992%,11.027%,3.422%,17.937220%,-64.484804%,6.354642%,-64.039421%
430,15349,1.837%,0.394%,5.643%,8.530%,3.937%,22.966%,50.000%,4.987%,1.706%,0.000%
431,15351,0.000%,13.772%,34.132%,41.916%,10.180%,6.875000%,-16.700723%,-59.236260%,-100.000000%,61.716694%
432,15352,0.000%,1.262%,0.000%,8.517%,6.625%,15.142%,50.158%,14.196%,2.839%,1.262%
433,15353,25.000%,30.000%,20.000%,19.230769%,0.000%,19.231%,50.000%,33.333%,0.000%,100.000%
434,15357,0.144%,0.000%,8.201%,8.058%,11.223%,20.576%,31.799%,14.964%,2.590%,2.446%
435,15359,21.951%,9.756%,3.659%,43.902%,19.512%,1.220%,9.090909%,258.549061%,-46.097534%,-26.186180%
436,15362,1.439%,0.000%,3.597%,6.115%,10.072%,15.468%,55.755%,7.554%,0.000%,2.843602%
437,15364,2.941%,0.735%,6.618%,12.132%,15.441%,12.132%,39.338%,9.559%,0.000%,1.103%
438,15370,0.186%,0.070%,9.683%,15.037%,7.914%,16.387%,40.968%,6.704%,2.886%,0.163%
439,15377,0.743%,1.487%,8.178%,6.691%,14.870%,56.134%,8.922%,1.487%,1.487%,8.333333%
440,15380,1.515%,2.525%,6.061%,6.061%,8.586%,58.081%,12.121%,4.040%,1.010%,5.154639%
441,16401,0.386%,0.708%,5.023%,10.045%,12.621%,14.424%,45.782%,6.504%,3.348%,1.159%
442,16403,0.606%,1.391%,5.815%,13.914%,8.420%,16.982%,40.064%,9.383%,2.640%,0.785%
443,16407,1.007%,0.226%,3.498%,11.399%,10.669%,16.482%,47.760%,6.945%,1.434%,0.579%
444,16410,0.334%,6.845%,10.851%,11.686%,13.022%,51.753%,4.674%,0.501%,0.334%,8.108108%
445,16411,1.792%,5.197%,13.262%,11.828%,16.846%,38.889%,2.867%,7.527%,1.792%,7.656613%
446,16412,0.762%,0.903%,17.132%,21.451%,9.935%,17.951%,27.547%,2.907%,0.198%,1.214%
447,16415,1.157%,0.752%,14.112%,26.865%,9.746%,12.695%,31.116%,2.863%,0.694%,0.000%
448,16417,1.860%,0.386%,7.617%,18.147%,9.266%,13.724%,41.664%,5.686%,0.913%,0.737%
449,16421,0.775%,9.205%,19.767%,7.558%,13.275%,45.640%,2.713%,1.066%,16.176471%,38.475004%
450,16423,0.246%,0.000%,5.727%,13.608%,10.714%,19.150%,40.209%,9.236%,0.554%,0.554%
451,16426,0.426%,1.561%,9.226%,17.317%,7.807%,15.472%,42.016%,3.903%,1.278%,0.994%
452,16427,0.000%,5.063%,5.063%,5.063%,16.456%,65.823%,2.532%,5.194805%,-100.000000%,-69.198591%
453,16428,1.621%,1.050%,5.181%,19.676%,8.879%,17.211%,39.945%,5.090%,0.753%,0.593%
454,16435,0.620%,0.310%,3.566%,11.473%,8.527%,13.798%,44.496%,8.062%,7.597%,1.550%
455,16438,0.070%,0.419%,5.905%,10.552%,11.111%,14.710%,46.820%,7.442%,2.655%,0.314%
456,16441,0.085%,1.045%,7.595%,15.274%,9.176%,18.859%,41.474%,4.630%,0.847%,1.016%
457,16442,2.362%,0.000%,7.480%,17.815%,11.516%,10.728%,40.354%,8.465%,1.181%,0.098%
458,16443,11.317%,6.679%,9.833%,23.562%,40.074%,8.534%,0.000%,12.619048%,41.261690%,-25.178244%
459,16444,100.000%,0.000%,62.500000%,21.391%,25.668%,63.636364%,13.020590%,10.459911%,5.520615%,0.000000%
460,16501,0.000%,9.287%,10.872%,0.906%,16.648%,29.785%,24.802%,6.795%,0.906%,11.318052%
461,16502,1.506%,0.186%,4.741%,14.017%,7.325%,14.947%,44.228%,9.649%,2.249%,1.153%
462,16503,0.413%,0.681%,2.395%,5.202%,7.969%,13.666%,43.456%,17.052%,5.739%,3.427%
463,16504,0.093%,0.000%,6.551%,16.821%,9.567%,18.357%,40.359%,4.663%,2.221%,1.369%
464,16505,1.581%,1.946%,11.312%,23.567%,7.633%,12.285%,34.104%,6.599%,0.228%,0.745%
465,16506,0.865%,2.139%,12.780%,21.381%,10.120%,14.509%,33.718%,3.259%,1.053%,0.177%
466,16507,1.413%,1.075%,6.022%,8.172%,8.571%,19.724%,41.260%,9.585%,3.257%,0.922%
467,16508,0.846%,1.416%,8.182%,19.575%,9.701%,14.604%,38.909%,4.402%,1.433%,0.932%
468,16509,1.204%,1.063%,10.138%,20.719%,9.696%,15.781%,37.073%,2.925%,0.696%,0.705%
469,16510,0.358%,0.173%,8.254%,17.294%,8.139%,16.590%,41.145%,5.426%,1.374%,1.247%
470,16511,0.447%,0.291%,7.558%,16.704%,10.801%,16.391%,42.084%,2.594%,2.393%,0.738%
471,16546,100.000000%,21.391%,25.668%,0.000000%,0.000000%,13.020590%,12.313400%,8.930008%,0.000000%,33.958511%
472,16563,100.000%,0.000%,77.777778%,21.391%,25.668%,44.444444%,13.020590%,10.459911%,7.472138%,0.000000%
473,15946,0.748%,0.208%,6.983%,11.388%,13.134%,13.508%,45.054%,5.819%,1.746%,1.413%
474,16601,0.202%,0.693%,4.375%,11.661%,9.337%,15.544%,48.922%,7.978%,0.929%,0.359%
475,16602,0.475%,0.376%,6.507%,11.068%,10.360%,14.886%,46.594%,7.824%,1.174%,0.735%
476,16613,0.947%,0.000%,3.220%,11.364%,15.720%,15.530%,47.538%,2.462%,3.220%,4.139434%
477,16617,0.212%,1.589%,8.157%,10.381%,25.742%,49.258%,3.814%,0.000%,0.847%,6.697819%
478,16625,0.000%,1.326%,7.188%,6.001%,15.632%,57.920%,7.746%,3.699%,0.488%,8.745875%
479,16631,22.222%,0.000%,0.000%,44.444%,33.333%,0.000000%,0.000%,0.000%,0.000%,100.000000%
480,16635,0.609%,1.282%,5.589%,12.944%,8.237%,8.720%,54.360%,6.430%,1.807%,0.021%
481,16636,0.000%,10.526%,17.814%,10.526%,9.312%,47.773%,2.834%,0.405%,0.810%,10.500000%
482,16637,2.219%,1.958%,8.225%,1.175%,27.154%,47.128%,9.791%,2.350%,9.937888%,-100.000000%
483,16641,0.342%,0.342%,3.425%,13.584%,13.356%,10.502%,52.397%,5.137%,0.571%,0.342%
484,16648,0.344%,1.196%,9.210%,20.780%,8.505%,16.109%,36.840%,4.998%,1.377%,0.639%
